incident_id,train_id,station_name,incident_time,delay_minutes,incident_type,severity,resolved
INC_000287,TRN_162,Lajpat Nagar,2026-03-04 10:40:00,27,Door Issue,High,True
INC_000288,TRN_043,IFFCO Chowk,2026-03-22 14:51:00,44,Track Maintenance,Critical,True
INC_000289,TRN_056,Kailash Colony,2026-03-27 13:10:00,4,Power Failure,Low,True
INC_000290,TRN_177,Munirka,2026-03-26 14:44:00,27,Power Failure,High,True
INC_000291,TRN_001,Pitampura,2026-03-20 08:27:00,26,Door Issue,High,True
INC_000292,TRN_139,Okhla NSIC,2026-03-11 21:40:00,20,Signal Failure,High,True
INC_000293,TRN_159,Shankar Vihar,2026-03-02 20:09:00,42,Power Failure,Critical,True
INC_000294,TRN_133,Model Town,2026-03-16 15:37:00,25,Power Failure,High,True
INC_000295,TRN_122,Badarpur Border,2026-03-26 08:55:00,3,Medical Emergency,Low,True
INC_000296,TRN_058,Seelampur,2026-03-29 13:39:00,6,Medical Emergency,Medium,True
INC_000297,TRN_007,Inderlok,2026-03-23 18:24:00,6,Power Failure,Medium,True
INC_000298,TRN_168,Anand Vihar ISBT,2026-03-27 12:35:00,29,Medical Emergency,High,True
INC_000299,TRN_141,Mohan Estate,2026-03-22 20:57:00,39,Power Failure,Critical,True
INC_000300,TRN_042,Uttam Nagar,2026-03-17 11:49:00,27,Signal Failure,High,True
INC_000301,TRN_068,Chirag Delhi,2026-03-29 06:12:00,22,Door Issue,High,True
INC_000302,TRN_054,ESI Basaidarapur,2026-03-29 13:42:00,19,Door Issue,High,True
INC_000303,TRN_133,Model Town,2026-03-01 19:40:00,36,Track Maintenance,Critical,True
INC_000304,TRN_034,Kohat Enclave,2026-03-29 07:45:00,33,Passenger Congestion,Critical,True
INC_000305,TRN_043,Arjan Garh,2026-03-17 06:15:00,26,Passenger Congestion,High,True
INC_000306,TRN_184,Seelampur,2026-03-24 09:47:00,31,Signal Failure,Critical,True
INC_000307,TRN_165,Raja Nahar Singh,2026-03-22 15:01:00,33,Signal Failure,Critical,True
INC_000308,TRN_144,Green Park,2026-03-01 18:24:00,35,Power Failure,Critical,True
INC_000309,TRN_170,Dilshad Garden,2026-03-01 12:15:00,39,Track Maintenance,Critical,True
INC_000310,TRN_093,Nehru Enclave,2026-03-22 17:02:00,42,Signal Failure,Critical,True
INC_000311,TRN_149,Dashrathpuri,2026-03-05 21:46:00,33,Door Issue,Critical,False
INC_000312,TRN_154,Noida Sector 52,2026-03-10 21:56:00,35,Medical Emergency,Critical,False
INC_000313,TRN_063,Kalkaji Mandir,2026-03-10 13:13:00,10,Track Maintenance,Medium,True
INC_000314,TRN_107,Lajpat Nagar,2026-03-18 16:01:00,45,Door Issue,Critical,True
INC_000315,TRN_025,Hauz Khas,2026-03-15 14:50:00,2,Track Maintenance,Low,True
INC_000316,TRN_076,Kailash Colony,2026-03-05 13:12:00,20,Passenger Congestion,High,True
INC_000317,TRN_022,Kailash Colony,2026-03-24 17:13:00,27,Medical Emergency,High,True
INC_000318,TRN_174,Chirag Delhi,2026-03-12 08:47:00,20,Track Maintenance,High,True
INC_000319,TRN_194,Chandni Chowk,2026-03-19 17:14:00,23,Door Issue,High,True
INC_000320,TRN_039,Chhattarpur,2026-03-14 08:09:00,28,Door Issue,High,True
INC_000321,TRN_160,AIIMS,2026-03-11 14:45:00,44,Track Maintenance,Critical,True
INC_000322,TRN_134,Harkesh Nagar Okhla,2026-03-03 21:26:00,31,Medical Emergency,Critical,True
INC_000323,TRN_072,Rajiv Chowk,2026-03-17 11:14:00,32,Power Failure,Critical,True
INC_000324,TRN_030,Seelampur,2026-03-04 19:09:00,45,Signal Failure,Critical,True
INC_000325,TRN_024,Jor Bagh,2026-03-17 11:08:00,15,Track Maintenance,High,True
INC_000326,TRN_074,Badarpur Border,2026-03-11 13:31:00,33,Passenger Congestion,Critical,True
INC_000327,TRN_166,Shankar Vihar,2026-03-20 19:16:00,9,Passenger Congestion,Medium,True
INC_000328,TRN_191,East Vinod Nagar - Mayur Vihar-II,2026-03-11 08:19:00,29,Track Maintenance,High,True
INC_000329,TRN_086,Harkesh Nagar Okhla,2026-03-07 15:21:00,11,Passenger Congestion,Medium,True
INC_000330,TRN_032,Central Secretariat,2026-03-13 07:00:00,24,Door Issue,High,True
INC_000331,TRN_060,Jhilmil,2026-03-06 21:12:00,5,Signal Failure,Medium,True
INC_000332,TRN_150,Mandawali - West Vinod Nagar,2026-03-12 16:54:00,41,Track Maintenance,Critical,True
INC_000333,TRN_006,Vinobapuri,2026-03-07 16:23:00,6,Door Issue,Medium,True
INC_000334,TRN_116,Rajouri Garden,2026-03-17 16:04:00,11,Power Failure,Medium,False
INC_000335,TRN_157,Central Secretariat,2026-03-05 13:11:00,41,Passenger Congestion,Critical,True
INC_000336,TRN_099,NHPC Chowk,2026-03-07 18:40:00,25,Passenger Congestion,High,True
INC_000337,TRN_046,Kashmere Gate,2026-03-04 11:18:00,9,Power Failure,Medium,True
INC_000338,TRN_064,Botanical Garden,2026-03-25 20:34:00,12,Medical Emergency,Medium,True
INC_000339,TRN_004,Punjabi Bagh West,2026-03-19 17:02:00,13,Track Maintenance,Medium,True
INC_000340,TRN_012,Shaheed Nagar,2026-03-07 21:39:00,32,Track Maintenance,Critical,False
INC_000341,TRN_164,Shadipur,2026-03-20 07:59:00,2,Medical Emergency,Low,True
INC_000342,TRN_101,Sarai,2026-03-08 13:41:00,38,Door Issue,Critical,True
INC_000343,TRN_055,Munirka,2026-03-23 17:32:00,8,Passenger Congestion,Medium,False
INC_000344,TRN_139,Botanical Garden,2026-03-19 11:53:00,36,Signal Failure,Critical,True
INC_000345,TRN_082,Harkesh Nagar Okhla,2026-03-13 11:30:00,45,Door Issue,Critical,True
INC_000346,TRN_172,Kalkaji Mandir,2026-03-04 16:08:00,37,Door Issue,Critical,True
INC_000347,TRN_150,Durgabai Deshmukh South Campus,2026-03-02 22:37:00,6,Power Failure,Medium,True
INC_000348,TRN_036,Escorts Mujesar,2026-03-28 06:53:00,4,Medical Emergency,Low,True
INC_000349,TRN_091,Shankar Vihar,2026-03-09 20:29:00,19,Medical Emergency,High,True
INC_000350,TRN_115,Rajouri Garden,2026-03-04 08:45:00,32,Passenger Congestion,Critical,True
INC_000351,TRN_165,Kashmere Gate,2026-03-29 22:00:00,16,Door Issue,High,True
INC_000352,TRN_105,Dwarka Mor,2026-03-30 15:16:00,18,Signal Failure,High,True
INC_000353,TRN_079,New Delhi,2026-03-02 17:15:00,10,Signal Failure,Medium,False
INC_000354,TRN_056,Harkesh Nagar Okhla,2026-03-25 21:02:00,4,Passenger Congestion,Low,True
INC_000355,TRN_094,Jamia Millia Islamia,2026-03-23 20:28:00,32,Door Issue,Critical,True
INC_000356,TRN_104,Krishna Nagar,2026-03-29 16:29:00,37,Passenger Congestion,Critical,True
INC_000357,TRN_176,Golf Course,2026-03-02 09:14:00,30,Door Issue,Critical,True
INC_000358,TRN_066,Kashmere Gate,2026-03-19 08:26:00,23,Medical Emergency,High,True
INC_000359,TRN_179,Dwarka Sector 9,2026-03-28 09:02:00,6,Signal Failure,Medium,True
INC_000360,TRN_046,Rohini East,2026-03-29 14:26:00,25,Signal Failure,High,True
INC_000361,TRN_111,Dwarka Sector 14,2026-03-03 20:07:00,17,Medical Emergency,High,True
INC_000362,TRN_091,Dabri Mor - Janakpuri South,2026-03-10 14:29:00,34,Signal Failure,Critical,True
INC_000363,TRN_060,Tis Hazari,2026-03-24 17:43:00,9,Signal Failure,Medium,True
INC_000364,TRN_104,IP Extension,2026-03-14 21:19:00,28,Door Issue,High,True
INC_000365,TRN_134,Jangpura,2026-03-10 14:52:00,21,Track Maintenance,High,True
INC_000366,TRN_028,Uttam Nagar East,2026-03-08 14:58:00,11,Passenger Congestion,Medium,False
INC_000367,TRN_084,Green Park,2026-03-03 14:14:00,10,Track Maintenance,Medium,True
INC_000368,TRN_170,Raj Bagh,2026-03-25 11:10:00,44,Door Issue,Critical,True
INC_000369,TRN_012,Rohini East,2026-03-25 07:43:00,23,Door Issue,High,True
INC_000370,TRN_169,Hindon River,2026-03-29 17:24:00,14,Signal Failure,Medium,True
INC_000371,TRN_105,Supreme Court,2026-03-18 10:18:00,40,Track Maintenance,Critical,True
INC_000372,TRN_168,Delhi Cantt,2026-03-01 19:24:00,25,Medical Emergency,High,True
INC_000373,TRN_169,Rohini West,2026-03-08 15:05:00,26,Passenger Congestion,High,True
INC_000374,TRN_194,Central Secretariat,2026-03-22 16:51:00,31,Track Maintenance,Critical,True
INC_000375,TRN_038,Shastri Nagar,2026-03-07 17:34:00,19,Medical Emergency,High,True
INC_000376,TRN_156,Delhi Cantt,2026-03-09 11:31:00,38,Signal Failure,Critical,True
INC_000377,TRN_056,Bata Chowk,2026-03-23 09:49:00,26,Signal Failure,High,True
INC_000378,TRN_004,Mayur Vihar Pocket 1,2026-03-09 08:59:00,13,Door Issue,Medium,True
INC_000379,TRN_013,Vidhan Sabha,2026-03-25 21:07:00,32,Medical Emergency,Critical,True
INC_000380,TRN_034,Tis Hazari,2026-03-07 15:51:00,7,Track Maintenance,Medium,True
INC_000381,TRN_017,Lal Quila,2026-03-02 20:20:00,27,Signal Failure,High,True
INC_000382,TRN_004,Johri Enclave,2026-03-26 11:39:00,18,Medical Emergency,High,True
INC_000383,TRN_012,Shaheed Sthal,2026-03-28 16:33:00,9,Signal Failure,Medium,True
INC_000384,TRN_177,Dashrathpuri,2026-03-01 13:19:00,10,Track Maintenance,Medium,False
INC_000385,TRN_149,Vasant Vihar,2026-03-11 10:24:00,27,Signal Failure,High,True
INC_000386,TRN_012,Shaheed Sthal,2026-03-25 20:57:00,11,Power Failure,Medium,True
INC_000387,TRN_041,Shakurpur,2026-03-10 20:57:00,30,Passenger Congestion,Critical,True
INC_000388,TRN_100,Rohini West,2026-03-24 15:08:00,31,Passenger Congestion,Critical,True
INC_000389,TRN_006,Mandawali - West Vinod Nagar,2026-03-12 13:09:00,16,Signal Failure,High,True
INC_000390,TRN_106,Jafrabad,2026-03-15 17:15:00,22,Track Maintenance,High,True
INC_000391,TRN_062,Mansarovar Park,2026-03-24 06:59:00,17,Passenger Congestion,High,True
INC_000392,TRN_034,Shyam Park,2026-03-01 07:14:00,2,Power Failure,Low,True
INC_000393,TRN_136,Badarpur Border,2026-03-18 09:02:00,27,Power Failure,High,True
INC_000394,TRN_139,Kalkaji Mandir,2026-03-14 18:27:00,2,Track Maintenance,Low,True
INC_000395,TRN_120,Sadar Bazar Cantonment,2026-03-28 16:44:00,40,Signal Failure,Critical,True
INC_000396,TRN_150,Azadpur,2026-03-25 21:59:00,20,Track Maintenance,High,True
INC_000397,TRN_003,Gokulpuri,2026-03-23 14:13:00,41,Passenger Congestion,Critical,True
INC_000398,TRN_155,Rithala,2026-03-11 08:40:00,14,Door Issue,Medium,True
INC_000399,TRN_148,Badarpur Border,2026-03-15 06:42:00,8,Signal Failure,Medium,True
INC_000400,TRN_164,Rajiv Chowk,2026-03-23 16:56:00,3,Power Failure,Low,True
INC_000401,TRN_131,Kalkaji Mandir,2026-03-02 22:05:00,13,Passenger Congestion,Medium,True
INC_000402,TRN_197,Shyam Park,2026-03-22 15:44:00,4,Door Issue,Low,True
INC_000403,TRN_009,Kohat Enclave,2026-03-30 08:37:00,27,Power Failure,High,True
INC_000404,TRN_030,Tis Hazari,2026-03-28 12:22:00,13,Door Issue,Medium,True
INC_000405,TRN_040,Okhla Vihar,2026-03-17 06:39:00,3,Power Failure,Low,True
INC_000406,TRN_051,Keshav Puram,2026-03-20 22:05:00,12,Door Issue,Medium,True
INC_000407,TRN_188,Central Secretariat,2026-03-04 21:34:00,26,Door Issue,High,True
INC_000408,TRN_197,Rohini East,2026-03-15 21:18:00,41,Track Maintenance,Critical,True
INC_000409,TRN_181,Johri Enclave,2026-03-15 07:36:00,29,Power Failure,High,True
INC_000410,TRN_006,Maujpur - Babarpur,2026-03-24 19:12:00,32,Track Maintenance,Critical,True
INC_000411,TRN_138,Moolchand,2026-03-12 09:20:00,45,Medical Emergency,Critical,True
INC_000412,TRN_053,Chirag Delhi,2026-03-26 12:29:00,21,Track Maintenance,High,False
INC_000413,TRN_171,Hindon River,2026-03-15 15:48:00,36,Power Failure,Critical,True
INC_000414,TRN_039,Guru Dronacharya,2026-03-03 12:42:00,14,Passenger Congestion,Medium,True
INC_000415,TRN_170,Keshav Puram,2026-03-21 19:35:00,37,Track Maintenance,Critical,True
INC_000416,TRN_183,IFFCO Chowk,2026-03-17 17:00:00,34,Medical Emergency,Critical,True
INC_000417,TRN_123,Shankar Vihar,2026-03-21 14:41:00,15,Passenger Congestion,High,True
INC_000418,TRN_129,Sultanpur,2026-03-14 09:09:00,27,Track Maintenance,High,True
INC_000419,TRN_088,Harkesh Nagar Okhla,2026-03-27 06:16:00,5,Passenger Congestion,Medium,True
INC_000420,TRN_188,Chhattarpur,2026-03-02 17:57:00,44,Medical Emergency,Critical,True
INC_000421,TRN_156,Anand Vihar ISBT,2026-03-07 08:22:00,45,Signal Failure,Critical,True
INC_000422,TRN_074,Lajpat Nagar,2026-03-18 10:18:00,25,Track Maintenance,High,True
INC_000423,TRN_016,Netaji Subhash Place,2026-03-14 21:30:00,27,Track Maintenance,High,True
INC_000424,TRN_190,Adarsh Nagar,2026-03-10 08:34:00,38,Passenger Congestion,Critical,True
INC_000425,TRN_183,Vishwa Vidyalaya,2026-03-30 10:36:00,8,Signal Failure,Medium,True
INC_000426,TRN_086,Jawaharlal Nehru Stadium,2026-03-18 12:24:00,27,Power Failure,High,True
INC_000427,TRN_074,Jama Masjid,2026-03-09 12:56:00,19,Passenger Congestion,High,True
INC_000428,TRN_015,Johri Enclave,2026-03-18 10:45:00,31,Signal Failure,Critical,True
INC_000429,TRN_006,South Extension,2026-03-27 09:48:00,11,Track Maintenance,Medium,True
INC_000430,TRN_011,Arjan Garh,2026-03-01 13:35:00,40,Track Maintenance,Critical,True
INC_000431,TRN_113,Mansarovar Park,2026-03-25 19:32:00,5,Power Failure,Medium,True
INC_000432,TRN_007,Jhilmil,2026-03-03 07:45:00,8,Passenger Congestion,Medium,True
INC_000433,TRN_172,Raja Nahar Singh,2026-03-20 07:49:00,19,Track Maintenance,High,True
INC_000434,TRN_050,Janakpuri West,2026-03-18 10:35:00,13,Power Failure,Medium,False
INC_000435,TRN_124,Kohat Enclave,2026-03-13 22:13:00,19,Passenger Congestion,High,True
INC_000436,TRN_167,Pratap Nagar,2026-03-12 15:18:00,41,Power Failure,Critical,True
INC_000437,TRN_133,"Rohini Sector 18, 19",2026-03-27 11:38:00,14,Power Failure,Medium,True
INC_000438,TRN_131,Tughlakabad,2026-03-17 14:23:00,37,Passenger Congestion,Critical,False
INC_000439,TRN_120,Munirka,2026-03-09 15:34:00,5,Track Maintenance,Medium,True
INC_000440,TRN_149,Hauz Khas,2026-03-22 08:39:00,35,Power Failure,Critical,True
INC_000441,TRN_168,Majlis Park,2026-03-06 11:52:00,31,Medical Emergency,Critical,True
INC_000442,TRN_192,Old Faridabad,2026-03-18 13:17:00,10,Power Failure,Medium,True
INC_000443,TRN_050,Sadar Bazar Cantonment,2026-03-11 13:01:00,17,Track Maintenance,High,True
INC_000444,TRN_047,Okhla NSIC,2026-03-06 16:06:00,44,Door Issue,Critical,False
INC_000445,TRN_106,Vinobapuri,2026-03-10 09:35:00,26,Track Maintenance,High,False
INC_000446,TRN_083,Rohini East,2026-03-22 15:04:00,26,Track Maintenance,High,True
INC_000447,TRN_124,Shahdara,2026-03-10 09:33:00,3,Passenger Congestion,Low,True
INC_000448,TRN_108,Rajiv Chowk,2026-03-15 22:05:00,40,Door Issue,Critical,True
INC_000449,TRN_099,Harkesh Nagar Okhla,2026-03-18 10:26:00,9,Track Maintenance,Medium,True
INC_000450,TRN_071,Mohan Estate,2026-03-15 19:03:00,43,Door Issue,Critical,True
INC_000451,TRN_124,Pratap Nagar,2026-03-05 14:07:00,3,Medical Emergency,Low,True
INC_000452,TRN_114,Hauz Khas,2026-03-05 21:38:00,2,Power Failure,Low,True
INC_000453,TRN_186,Botanical Garden,2026-03-15 08:15:00,45,Medical Emergency,Critical,True
INC_000454,TRN_143,Azadpur,2026-03-02 10:36:00,38,Door Issue,Critical,True
INC_000455,TRN_134,Jangpura,2026-03-08 14:55:00,45,Door Issue,Critical,True
INC_000456,TRN_142,Rohini East,2026-03-29 19:26:00,31,Power Failure,Critical,True
INC_000457,TRN_033,Keshav Puram,2026-03-24 21:18:00,9,Passenger Congestion,Medium,True
INC_000458,TRN_071,Central Secretariat,2026-03-14 14:26:00,30,Door Issue,Critical,True
INC_000459,TRN_109,Saket,2026-03-18 09:25:00,8,Track Maintenance,Medium,True
INC_000460,TRN_141,Badkhal Mor,2026-03-02 12:34:00,33,Medical Emergency,Critical,True
INC_000461,TRN_156,Mayur Vihar-I,2026-03-17 06:10:00,19,Passenger Congestion,High,True
INC_000462,TRN_194,MG Road,2026-03-14 08:07:00,33,Door Issue,Critical,True
INC_000463,TRN_120,Okhla NSIC,2026-03-10 15:38:00,34,Power Failure,Critical,True
INC_000464,TRN_110,Lajpat Nagar,2026-03-16 14:37:00,3,Power Failure,Low,True
INC_000465,TRN_019,Jhandewalan,2026-03-27 07:19:00,37,Passenger Congestion,Critical,True
INC_000466,TRN_095,Dwarka Sector 8,2026-03-19 08:08:00,19,Power Failure,High,True
INC_000467,TRN_023,Karkarduma,2026-03-21 18:43:00,31,Track Maintenance,Critical,True
INC_000468,TRN_182,Dabri Mor - Janakpuri South,2026-03-27 13:50:00,15,Track Maintenance,High,True
INC_000469,TRN_160,Central Secretariat,2026-03-11 11:21:00,14,Track Maintenance,Medium,True
INC_000470,TRN_003,Netaji Subhash Place,2026-03-22 12:29:00,8,Signal Failure,Medium,True
INC_000471,TRN_146,Badkhal Mor,2026-03-19 21:33:00,45,Passenger Congestion,Critical,True
INC_000472,TRN_004,Majlis Park,2026-03-06 08:05:00,28,Track Maintenance,High,True
INC_000473,TRN_042,Supreme Court,2026-03-23 18:29:00,23,Power Failure,High,True
INC_000474,TRN_193,Rohini East,2026-03-09 20:55:00,3,Passenger Congestion,Low,True
INC_000475,TRN_095,Dwarka Sector 13,2026-03-29 18:04:00,24,Passenger Congestion,High,True
INC_000476,TRN_045,Uttam Nagar West,2026-03-05 11:57:00,45,Signal Failure,Critical,True
INC_000477,TRN_124,Shahdara,2026-03-05 13:15:00,32,Passenger Congestion,Critical,True
INC_000478,TRN_138,Old Faridabad,2026-03-27 10:47:00,26,Door Issue,High,True
INC_000479,TRN_101,Tughlakabad,2026-03-15 08:10:00,18,Medical Emergency,High,True
INC_000480,TRN_070,Kailash Colony,2026-03-06 12:38:00,45,Track Maintenance,Critical,True
INC_000481,TRN_005,Model Town,2026-03-27 16:22:00,34,Track Maintenance,Critical,True
INC_000482,TRN_068,Munirka,2026-03-09 22:50:00,44,Track Maintenance,Critical,True
INC_000483,TRN_152,Rajouri Garden,2026-03-22 10:16:00,13,Signal Failure,Medium,True
INC_000484,TRN_111,Botanical Garden,2026-03-08 17:16:00,27,Power Failure,High,True
INC_000485,TRN_183,Malviya Nagar,2026-03-01 22:09:00,44,Passenger Congestion,Critical,True
INC_000486,TRN_082,Jawaharlal Nehru Stadium,2026-03-03 21:27:00,4,Track Maintenance,Low,True
INC_000487,TRN_153,Dwarka Sector 21,2026-03-25 21:44:00,8,Power Failure,Medium,True
INC_000488,TRN_076,Badarpur Border,2026-03-12 08:18:00,7,Medical Emergency,Medium,True
INC_000489,TRN_171,Pratap Nagar,2026-03-08 15:38:00,22,Passenger Congestion,High,False
INC_000490,TRN_071,Kailash Colony,2026-03-01 17:35:00,16,Medical Emergency,High,True
INC_000491,TRN_059,Rajendra Place,2026-03-09 16:00:00,17,Track Maintenance,High,True
INC_000492,TRN_150,Majlis Park,2026-03-05 19:42:00,4,Power Failure,Low,True
INC_000493,TRN_014,Kashmere Gate,2026-03-10 08:25:00,23,Passenger Congestion,High,True
INC_000494,TRN_067,Kashmere Gate,2026-03-10 19:14:00,2,Medical Emergency,Low,True
INC_000495,TRN_050,Nehru Enclave,2026-03-02 16:41:00,21,Power Failure,High,True
INC_000496,TRN_004,Ashram,2026-03-19 07:54:00,15,Medical Emergency,High,True
INC_000497,TRN_025,GTB Nagar,2026-03-03 14:24:00,5,Track Maintenance,Medium,True
INC_000498,TRN_184,Shahdara,2026-03-05 14:42:00,41,Passenger Congestion,Critical,True
INC_000499,TRN_118,Mayur Vihar Pocket 1,2026-03-14 17:56:00,8,Track Maintenance,Medium,True
INC_000500,TRN_051,Kashmere Gate,2026-03-10 11:25:00,28,Medical Emergency,High,True
INC_000501,TRN_115,Uttam Nagar,2026-03-25 17:22:00,35,Track Maintenance,Critical,True
INC_000502,TRN_162,Lal Quila,2026-03-09 19:06:00,22,Track Maintenance,High,True
INC_000503,TRN_159,Terminal 1 IGI Airport,2026-03-27 08:05:00,7,Signal Failure,Medium,True
INC_000504,TRN_121,Dwarka Sector 13,2026-03-17 19:50:00,40,Track Maintenance,Critical,True
INC_000505,TRN_142,Pitampura,2026-03-02 08:38:00,24,Track Maintenance,High,True
INC_000506,TRN_126,Panchsheel Park,2026-03-26 08:52:00,7,Signal Failure,Medium,True
INC_000507,TRN_187,Tis Hazari,2026-03-13 08:34:00,19,Passenger Congestion,High,True
INC_000508,TRN_040,Chirag Delhi,2026-03-16 17:46:00,22,Door Issue,High,True
INC_000509,TRN_048,Jahangirpuri,2026-03-21 17:44:00,13,Power Failure,Medium,True
INC_000510,TRN_083,Inderlok,2026-03-08 20:52:00,30,Power Failure,Critical,True
INC_000511,TRN_120,Kalkaji Mandir,2026-03-11 19:16:00,18,Passenger Congestion,High,True
INC_000512,TRN_142,Pul Bangash,2026-03-07 20:54:00,21,Signal Failure,High,True
INC_000513,TRN_096,East Azad Nagar,2026-03-03 11:02:00,31,Track Maintenance,Critical,True
INC_000514,TRN_031,Botanical Garden,2026-03-29 10:14:00,37,Door Issue,Critical,True
INC_000515,TRN_014,Azadpur,2026-03-21 19:42:00,16,Door Issue,High,True
INC_000516,TRN_030,Shahdara,2026-03-22 10:06:00,32,Passenger Congestion,Critical,True
INC_000517,TRN_028,Indraprastha,2026-03-28 11:29:00,2,Passenger Congestion,Low,True
INC_000518,TRN_151,Delhi Cantt,2026-03-26 21:38:00,8,Medical Emergency,Medium,True
INC_000519,TRN_039,Sikanderpur,2026-03-07 15:39:00,36,Door Issue,Critical,True
INC_000520,TRN_186,Dwarka Mor,2026-03-28 14:41:00,10,Track Maintenance,Medium,True
INC_000521,TRN_039,Dilli Haat - INA,2026-03-06 20:52:00,13,Track Maintenance,Medium,True
INC_000522,TRN_029,South Extension,2026-03-30 06:51:00,24,Passenger Congestion,High,True
INC_000523,TRN_103,Major Mohit Sharma Rajendra Nagar,2026-03-04 13:00:00,21,Signal Failure,High,True
INC_000524,TRN_111,Barakhamba Road,2026-03-06 13:24:00,11,Door Issue,Medium,True
INC_000525,TRN_113,Shyam Park,2026-03-23 17:43:00,18,Door Issue,High,False
INC_000526,TRN_175,Vishwa Vidyalaya,2026-03-03 20:41:00,5,Power Failure,Medium,True
INC_000527,TRN_192,Sant Surdas (Sihi),2026-03-24 06:53:00,22,Door Issue,High,True
INC_000528,TRN_002,Inderlok,2026-03-17 06:34:00,39,Track Maintenance,Critical,True
INC_000529,TRN_160,AIIMS,2026-03-26 07:43:00,18,Track Maintenance,High,True
INC_000530,TRN_172,Jasola Apollo,2026-03-13 11:53:00,18,Medical Emergency,High,True
INC_000531,TRN_170,Shyam Park,2026-03-30 18:51:00,30,Door Issue,Critical,True
INC_000532,TRN_146,Govind Puri,2026-03-21 08:22:00,38,Medical Emergency,Critical,True
INC_000533,TRN_002,Shaheed Sthal,2026-03-22 11:23:00,9,Door Issue,Medium,True
INC_000534,TRN_038,Shahdara,2026-03-04 21:34:00,42,Track Maintenance,Critical,False
INC_000535,TRN_146,Central Secretariat,2026-03-29 09:37:00,2,Passenger Congestion,Low,True
INC_000536,TRN_173,Raj Bagh,2026-03-04 07:08:00,31,Door Issue,Critical,True
INC_000537,TRN_070,Kailash Colony,2026-03-25 21:35:00,25,Medical Emergency,High,False
INC_000538,TRN_088,Kalkaji Mandir,2026-03-01 16:53:00,43,Passenger Congestion,Critical,True
INC_000539,TRN_058,Rithala,2026-03-29 11:49:00,30,Medical Emergency,Critical,True
INC_000540,TRN_095,Dwarka Sector 21,2026-03-04 14:52:00,19,Signal Failure,High,False
INC_000541,TRN_042,Noida Sector 18,2026-03-05 11:56:00,28,Medical Emergency,High,True
INC_000542,TRN_174,Terminal 1 IGI Airport,2026-03-16 10:17:00,35,Power Failure,Critical,True
INC_000543,TRN_151,Majlis Park,2026-03-05 12:43:00,37,Door Issue,Critical,True
INC_000544,TRN_011,GTB Nagar,2026-03-18 12:31:00,10,Passenger Congestion,Medium,True
INC_000545,TRN_043,Jahangirpuri,2026-03-20 15:40:00,3,Power Failure,Low,True
INC_000546,TRN_124,Rithala,2026-03-01 08:51:00,6,Track Maintenance,Medium,True
INC_000547,TRN_139,Okhla Bird Sanctuary,2026-03-23 19:48:00,39,Door Issue,Critical,True
INC_000548,TRN_194,Rajiv Chowk,2026-03-27 07:25:00,25,Medical Emergency,High,True
INC_000549,TRN_024,Guru Dronacharya,2026-03-02 07:38:00,22,Passenger Congestion,High,True
INC_000550,TRN_045,Botanical Garden,2026-03-13 10:04:00,44,Passenger Congestion,Critical,True
INC_000551,TRN_129,Lok Kalyan Marg,2026-03-04 10:50:00,18,Track Maintenance,High,True
INC_000552,TRN_071,Central Secretariat,2026-03-07 15:42:00,22,Signal Failure,High,True
INC_000553,TRN_128,Chirag Delhi,2026-03-27 06:42:00,23,Medical Emergency,High,True
INC_000554,TRN_130,East Azad Nagar,2026-03-25 22:22:00,11,Track Maintenance,Medium,True
INC_000555,TRN_038,Shahdara,2026-03-15 13:33:00,30,Passenger Congestion,Critical,True
INC_000556,TRN_095,Noida Sector 61,2026-03-07 08:07:00,40,Signal Failure,Critical,True
INC_000557,TRN_195,Sadar Bazar Cantonment,2026-03-21 15:47:00,5,Passenger Congestion,Medium,True
INC_000558,TRN_174,Janakpuri West,2026-03-19 15:02:00,19,Track Maintenance,High,True
INC_000559,TRN_099,Kailash Colony,2026-03-13 21:21:00,32,Track Maintenance,Critical,True
INC_000560,TRN_199,Dashrathpuri,2026-03-18 15:50:00,7,Power Failure,Medium,True
INC_000561,TRN_136,Delhi Gate,2026-03-10 10:37:00,32,Medical Emergency,Critical,True
INC_000562,TRN_115,Dwarka Sector 13,2026-03-23 16:09:00,10,Medical Emergency,Medium,False
INC_000563,TRN_016,Jhilmil,2026-03-28 06:31:00,7,Medical Emergency,Medium,True
INC_000564,TRN_078,Kashmere Gate,2026-03-09 10:01:00,37,Track Maintenance,Critical,False
INC_000565,TRN_146,Bata Chowk,2026-03-18 20:54:00,21,Signal Failure,High,False
INC_000566,TRN_033,Inderlok,2026-03-10 07:46:00,25,Signal Failure,High,True
INC_000567,TRN_036,Sarai,2026-03-15 10:46:00,41,Passenger Congestion,Critical,True
INC_000568,TRN_121,Subhash Nagar,2026-03-18 22:02:00,2,Passenger Congestion,Low,True
INC_000569,TRN_158,Okhla NSIC,2026-03-03 09:31:00,6,Door Issue,Medium,True
INC_000570,TRN_011,AIIMS,2026-03-28 08:19:00,5,Track Maintenance,Medium,True
INC_000571,TRN_182,Dashrathpuri,2026-03-28 16:44:00,10,Track Maintenance,Medium,True
INC_000572,TRN_172,Delhi Gate,2026-03-15 11:26:00,19,Medical Emergency,High,True
INC_000573,TRN_115,Rajouri Garden,2026-03-24 10:36:00,24,Door Issue,High,True
INC_000574,TRN_049,Barakhamba Road,2026-03-03 19:45:00,6,Door Issue,Medium,True
