train_id,line,departure_station,arrival_station,scheduled_departure,scheduled_arrival,travel_time_min,stops,frequency,status,platform,direction,coach_count,ac_type
DMT-V017,Violet Line,Kailash Colony,Badarpur Border,05:30,05:48,18,9,Every 7 min,Delayed,2,Down,8,Full AC
DMT-R016,Red Line,Pratap Nagar,Shahdara,20:15,20:29,14,7,Every 5 min,On Time,1,Up,6,Full AC
DMT-V006,Violet Line,ITO,Central Secretariat,11:10,11:19,9,3,Every 7 min,On Time,3,Down,4,Full AC
DMT-G003,Green Line,Paschim Vihar West,Brigadier Hoshiar Singh,17:25,17:49,24,8,Every 3 min,On Time,2,Down,6,Full AC
DMT-V015,Violet Line,Sarita Vihar,Neelam Chowk Ajronda,06:30,07:00,30,10,Every 5 min,On Time,3,Up,6,Full AC
DMT-R001,Red Line,Inderlok,Pulbangash,09:35,09:44,9,3,Every 5 min,On Time,1,Up,6,Non-AC
DMT-Y001,Yellow Line,Samaypur Badli,HUDA City Centre,13:15,15:03,108,36,Every 15 min,Delayed,4,Down,6,Non-AC
DMT-B019,Blue Line,Rajiv Chowk,Yamuna Bank,06:00,06:15,15,5,Every 10 min,On Time,2,Down,8,Full AC
DMT-Y022,Yellow Line,GTB Nagar,Arjan Garh,13:10,13:58,48,24,Every 3 min,On Time,4,Up,6,Full AC
DMT-Y003,Yellow Line,Kashmere Gate,Arjan Garh,20:00,21:00,60,20,Every 10 min,On Time,2,Up,4,Full AC
DMT-V010,Violet Line,Kashmere Gate,Mandi House,08:15,08:25,10,5,Every 10 min,On Time,1,Down,8,Full AC
DMT-G008,Green Line,Kirti Nagar,Peeragarhi,14:40,15:04,24,8,Every 5 min,On Time,2,Up,4,Full AC
DMT-V019,Violet Line,Nehru Place,NHPC Chowk,09:55,10:15,20,10,Every 15 min,Delayed,2,Up,4,Full AC
DMT-R023,Red Line,Kashmere Gate,Welcome,14:25,14:31,6,3,Every 10 min,Delayed,2,Up,4,Non-AC
DMT-R001,Red Line,Kanhaiya Nagar,Pratap Nagar,07:05,07:11,6,3,Every 7 min,On Time,4,Up,8,Non-AC
DMT-R006,Red Line,Rohini West,Kashmere Gate,23:00,23:36,36,12,Every 5 min,On Time,2,Down,8,Non-AC
DMT-Y019,Yellow Line,Samaypur Badli,GTB Nagar,11:20,11:41,21,7,Every 7 min,On Time,4,Down,6,Full AC
DMT-Y002,Yellow Line,Samaypur Badli,Model Town,18:55,19:07,12,6,Every 3 min,Delayed,1,Up,8,Non-AC
DMT-V003,Violet Line,Jangpura,Sarita Vihar,19:55,20:13,18,9,Every 15 min,On Time,1,Up,4,Full AC
DMT-V009,Violet Line,Kalkaji Mandir,Tughlakabad,13:20,13:32,12,6,Every 5 min,On Time,1,Down,6,Full AC
DMT-B003,Blue Line,Barakhamba Road,Noida City Centre,14:50,15:04,14,7,Every 10 min,On Time,1,Down,4,Full AC
DMT-R015,Red Line,Kanhaiya Nagar,Seelampur,23:20,23:36,16,8,Every 5 min,On Time,3,Down,4,Non-AC
DMT-G008,Green Line,Ashok Park Main,Nangloi,07:45,08:12,27,9,Every 5 min,On Time,4,Up,8,Full AC
DMT-V008,Violet Line,Central Secretariat,NHPC Chowk,05:30,06:04,34,17,Every 5 min,On Time,4,Down,6,Full AC
DMT-R015,Red Line,Kanhaiya Nagar,Welcome,22:10,22:37,27,9,Every 10 min,On Time,4,Up,4,Full AC
DMT-R005,Red Line,Rohini East,Kohat Enclave,17:55,18:01,6,2,Every 10 min,Delayed,3,Down,4,Non-AC
DMT-V024,Violet Line,Jangpura,Govindpuri,06:00,06:18,18,6,Every 10 min,Running,2,Up,4,Non-AC
DMT-R023,Red Line,Kohat Enclave,Netaji Subhash Place,18:20,18:23,3,1,Every 7 min,Cancelled,2,Down,6,Full AC
DMT-R019,Red Line,Pulbangash,Shastri Park,09:25,09:31,6,3,Every 10 min,On Time,1,Up,8,Full AC
DMT-G008,Green Line,Kirti Nagar,Brigadier Hoshiar Singh,17:55,18:40,45,15,Every 5 min,On Time,3,Down,4,Full AC
DMT-R006,Red Line,Rohini East,Keshav Puram,15:30,15:42,12,4,Every 3 min,Delayed,1,Down,8,Full AC
DMT-Y025,Yellow Line,Arjan Garh,MG Road,06:40,06:46,6,3,Every 7 min,On Time,3,Up,8,Full AC
DMT-B017,Blue Line,Janakpuri West,Ramesh Nagar,20:55,21:07,12,4,Every 15 min,On Time,3,Down,4,Full AC
DMT-R018,Red Line,Rohini East,Pratap Nagar,05:35,05:59,24,8,Every 5 min,On Time,4,Down,6,Full AC
DMT-B018,Blue Line,Rajouri Garden,Indraprastha,20:30,21:00,30,10,Every 3 min,On Time,3,Up,4,Full AC
DMT-G001,Green Line,Ashok Park Main,Nangloi Railway Station,11:40,12:10,30,10,Every 10 min,On Time,1,Up,6,Full AC
DMT-R002,Red Line,Tis Hazari,Kashmere Gate,21:20,21:23,3,1,Every 15 min,On Time,2,Down,4,Full AC
DMT-Y001,Yellow Line,Hauz Khas,Ghitorni,16:35,16:53,18,6,Every 5 min,On Time,3,Down,4,Full AC
DMT-V017,Violet Line,Jangpura,Kalkaji Mandir,11:45,11:55,10,5,Every 5 min,On Time,3,Down,8,Full AC
DMT-R021,Red Line,Shastri Park,Seelampur,14:50,14:52,2,1,Every 7 min,On Time,3,Down,6,Full AC
DMT-V024,Violet Line,Jasola Apollo,Badkhal Mor,17:45,18:03,18,9,Every 10 min,On Time,2,Down,6,Full AC
DMT-Y025,Yellow Line,Race Course,Hauz Khas,18:40,18:55,15,5,Every 5 min,Running,1,Up,8,Full AC
DMT-V014,Violet Line,Lajpat Nagar,Raja Nahar Singh,07:15,07:57,42,21,Every 5 min,Running,2,Up,8,Full AC
DMT-R021,Red Line,Tis Hazari,Seelampur,15:10,15:16,6,3,Every 7 min,On Time,4,Down,6,Full AC
DMT-B018,Blue Line,Ramesh Nagar,Noida Sector 15,20:30,20:57,27,9,Every 5 min,On Time,4,Down,6,Full AC
DMT-Y015,Yellow Line,Azadpur,Guru Dronacharya,13:45,14:39,54,27,Every 3 min,On Time,4,Down,6,Full AC
DMT-Y012,Yellow Line,New Delhi,MG Road,05:15,06:15,60,20,Every 5 min,On Time,2,Down,4,Full AC
DMT-B006,Blue Line,Dwarka Sector 8,Kirti Nagar,18:00,18:15,15,5,Every 7 min,On Time,1,Down,6,Full AC
DMT-R005,Red Line,Rohini West,Rohini East,12:15,12:18,3,1,Every 3 min,On Time,4,Up,8,Full AC
DMT-Y018,Yellow Line,Vidhan Sabha,INA,18:35,18:59,24,12,Every 15 min,On Time,4,Up,4,Full AC
DMT-B013,Blue Line,Rajendra Place,Mandi House,07:15,07:23,8,4,Every 7 min,On Time,1,Up,4,Full AC
DMT-G004,Green Line,Satguru Ram Singh Marg,Punjabi Bagh,14:05,14:09,4,2,Every 7 min,Delayed,2,Down,8,Full AC
DMT-V002,Violet Line,Kalkaji Mandir,Jasola Apollo,23:35,23:41,6,3,Every 7 min,Cancelled,2,Up,6,Non-AC
DMT-G017,Green Line,Mundka,Brigadier Hoshiar Singh,21:50,21:52,2,1,Every 7 min,On Time,3,Down,8,Full AC
DMT-Y006,Yellow Line,INA,Arjan Garh,08:50,09:20,30,10,Every 5 min,On Time,4,Down,8,Full AC
DMT-G014,Green Line,Punjabi Bagh,Shivaji Park,07:40,07:42,2,1,Every 15 min,Delayed,1,Down,8,Full AC
DMT-R025,Red Line,Pulbangash,Kashmere Gate,17:05,17:11,6,2,Every 3 min,On Time,2,Up,4,Full AC
DMT-Y021,Yellow Line,Haiderpur Badli Mor,Race Course,08:10,08:44,34,17,Every 10 min,On Time,2,Up,6,Full AC
DMT-B017,Blue Line,Dwarka,Rajiv Chowk,21:25,21:43,18,9,Every 7 min,On Time,1,Up,4,Full AC
DMT-B008,Blue Line,Janakpuri West,Karol Bagh,14:55,15:07,12,6,Every 5 min,On Time,2,Up,4,Full AC
DMT-V008,Violet Line,Lal Quila,Tughlakabad,12:45,13:45,60,20,Every 7 min,On Time,4,Down,6,Full AC
DMT-B009,Blue Line,Karol Bagh,Yamuna Bank,19:45,19:57,12,6,Every 10 min,On Time,1,Up,4,Full AC
DMT-R005,Red Line,Kashmere Gate,Dilshad Garden,09:40,09:50,10,5,Every 7 min,Delayed,1,Down,6,Full AC
DMT-V023,Violet Line,JLN Stadium,Kalkaji Mandir,06:10,06:28,18,6,Every 5 min,On Time,1,Down,4,Full AC
DMT-V021,Violet Line,Khan Market,Bata Chowk,11:15,12:21,66,22,Every 5 min,On Time,1,Down,8,Full AC
DMT-B004,Blue Line,Uttam Nagar East,Pragati Maidan,08:05,08:27,22,11,Every 10 min,On Time,2,Down,4,Non-AC
DMT-Y021,Yellow Line,Samaypur Badli,Adarsh Nagar,07:20,07:32,12,4,Every 5 min,On Time,1,Up,6,Non-AC
DMT-G011,Green Line,Punjabi Bagh,Paschim Vihar West,07:05,07:17,12,4,Every 3 min,Delayed,1,Up,6,Full AC
DMT-B024,Blue Line,Ramesh Nagar,Rajiv Chowk,09:20,09:26,6,3,Every 10 min,On Time,3,Down,6,Full AC
DMT-B018,Blue Line,Janakpuri West,Noida Sector 16,21:25,21:53,28,14,Every 5 min,On Time,1,Down,4,Full AC
DMT-R008,Red Line,Kohat Enclave,Pratap Nagar,14:15,14:33,18,6,Every 7 min,On Time,1,Up,4,Non-AC
DMT-R017,Red Line,Shastri Nagar,Shastri Park,13:40,13:50,10,5,Every 3 min,On Time,4,Down,8,Full AC
DMT-V013,Violet Line,JLN Stadium,Mohan Estate,15:35,16:08,33,11,Every 5 min,On Time,4,Up,6,Full AC
DMT-G015,Green Line,Ashok Park Main,Nangloi,20:00,20:27,27,9,Every 5 min,On Time,3,Up,6,Full AC
DMT-V024,Violet Line,Delhi Gate,Lajpat Nagar,15:35,15:51,16,8,Every 15 min,On Time,3,Up,8,Full AC
DMT-Y015,Yellow Line,Adarsh Nagar,Ghitorni,10:50,12:08,78,26,Every 3 min,On Time,1,Down,4,Full AC
DMT-R021,Red Line,Pitampura,Pratap Nagar,23:15,23:36,21,7,Every 10 min,On Time,2,Down,6,Full AC
DMT-R022,Red Line,Rithala,Welcome,09:00,09:48,48,16,Every 7 min,Delayed,1,Up,4,Full AC
DMT-R002,Red Line,Pratap Nagar,Dilshad Garden,18:10,18:26,16,8,Every 5 min,On Time,3,Down,8,Full AC
DMT-Y018,Yellow Line,Qutab Minar,IFFCO Chowk,18:40,18:56,16,8,Every 5 min,On Time,4,Up,4,Full AC
DMT-G009,Green Line,Paschim Vihar East,Udyog Nagar,12:10,12:16,6,3,Every 7 min,On Time,2,Up,8,Full AC
DMT-B013,Blue Line,Dwarka Sector 8,Janakpuri West,10:45,10:54,9,3,Every 5 min,Delayed,4,Up,8,Full AC
DMT-G008,Green Line,Satguru Ram Singh Marg,Nangloi,06:00,06:20,20,10,Every 15 min,Delayed,4,Up,4,Full AC
DMT-Y020,Yellow Line,Patel Chowk,Chhattarpur,06:20,06:56,36,12,Every 5 min,On Time,1,Up,4,Full AC
DMT-G022,Green Line,Punjabi Bagh,Peeragarhi,16:50,17:00,10,5,Every 5 min,On Time,4,Down,6,Full AC
DMT-R017,Red Line,Pitampura,Welcome,13:30,14:09,39,13,Every 7 min,On Time,1,Down,6,Full AC
DMT-G010,Green Line,Udyog Nagar,Nangloi Railway Station,20:45,20:51,6,3,Every 7 min,Running,2,Down,4,Full AC
DMT-G004,Green Line,Madipur,Paschim Vihar West,21:45,21:49,4,2,Every 7 min,On Time,1,Down,4,Non-AC
DMT-R023,Red Line,Kanhaiya Nagar,Pratap Nagar,06:00,06:09,9,3,Every 7 min,Running,2,Up,4,Full AC
DMT-Y009,Yellow Line,AIIMS,Arjan Garh,09:20,09:38,18,9,Every 15 min,On Time,2,Down,8,Full AC
DMT-V006,Violet Line,JLN Stadium,Sarita Vihar,10:05,10:25,20,10,Every 3 min,On Time,1,Up,8,Full AC
DMT-V003,Violet Line,Janpath,Jangpura,14:40,14:48,8,4,Every 5 min,On Time,2,Down,8,Full AC
DMT-B014,Blue Line,Rajouri Garden,Indraprastha,13:50,14:10,20,10,Every 7 min,On Time,2,Down,6,Full AC
DMT-B015,Blue Line,Yamuna Bank,Noida Sector 15,15:05,15:07,2,1,Every 15 min,On Time,2,Down,4,Full AC
DMT-R020,Red Line,Rohini West,Welcome,06:45,07:30,45,15,Every 3 min,On Time,1,Down,8,Full AC
DMT-V004,Violet Line,Moolchand,Badkhal Mor,07:20,07:50,30,15,Every 5 min,On Time,1,Up,8,Non-AC
DMT-G001,Green Line,Shivaji Park,Mundka,18:20,18:50,30,10,Every 7 min,Running,3,Down,8,Non-AC
DMT-G003,Green Line,Rajdhani Park,Mundka,06:25,06:27,2,1,Every 5 min,On Time,1,Up,6,Full AC
DMT-R018,Red Line,Pitampura,Kanhaiya Nagar,11:25,11:33,8,4,Every 5 min,On Time,4,Down,4,Full AC
DMT-Y019,Yellow Line,New Delhi,MG Road,10:25,11:05,40,20,Every 15 min,Running,3,Up,4,Full AC
DMT-V018,Violet Line,Jangpura,Mohan Estate,20:30,20:50,20,10,Every 3 min,Running,1,Down,4,Full AC
DMT-R010,Red Line,Keshav Puram,Seelampur,06:15,06:33,18,9,Every 7 min,On Time,2,Up,6,Non-AC
DMT-R016,Red Line,Rohini East,Kashmere Gate,21:10,21:32,22,11,Every 5 min,On Time,2,Down,4,Full AC
DMT-B020,Blue Line,Pragati Maidan,Indraprastha,22:05,22:07,2,1,Every 7 min,On Time,4,Down,6,Full AC
DMT-Y005,Yellow Line,Rohini Sector 18,INA,23:50,23:55,40,20,Every 5 min,On Time,2,Up,6,Full AC
DMT-B009,Blue Line,Dwarka Sector 21,Barakhamba Road,23:35,23:59,24,12,Every 7 min,Running,2,Up,8,Full AC
DMT-G020,Green Line,Kirti Nagar,Paschim Vihar West,18:25,18:46,21,7,Every 5 min,On Time,1,Up,6,Full AC
DMT-G025,Green Line,Satguru Ram Singh Marg,Ashok Park Main,12:40,12:43,3,1,Every 15 min,On Time,3,Down,4,Full AC
DMT-R024,Red Line,Pulbangash,Shastri Park,23:50,23:59,9,3,Every 10 min,On Time,1,Down,4,Full AC
DMT-B002,Blue Line,Dwarka Sector 21,Kirti Nagar,12:45,12:57,12,6,Every 7 min,On Time,3,Down,8,Full AC
DMT-G010,Green Line,Paschim Vihar West,Udyog Nagar,17:45,17:51,6,2,Every 5 min,On Time,1,Up,8,Full AC
DMT-Y009,Yellow Line,Ghitorni,Sikanderpur,16:40,16:49,9,3,Every 15 min,On Time,1,Down,8,Non-AC
DMT-G017,Green Line,Madipur,Mundka,09:00,09:18,18,9,Every 15 min,On Time,4,Down,8,Full AC
DMT-R011,Red Line,Keshav Puram,Welcome,15:40,16:10,30,10,Every 10 min,On Time,2,Down,4,Full AC
DMT-Y025,Yellow Line,Samaypur Badli,Chhattarpur,16:40,18:04,84,28,Every 3 min,On Time,3,Up,6,Full AC
DMT-G014,Green Line,Kirti Nagar,Maharaja Surajmal Stadium,10:25,10:55,30,10,Every 3 min,On Time,3,Down,4,Full AC
DMT-Y007,Yellow Line,Model Town,IFFCO Chowk,23:50,23:55,87,29,Every 5 min,On Time,4,Down,8,Full AC
DMT-G025,Green Line,Madipur,Mundka,05:50,06:08,18,9,Every 3 min,Running,2,Down,8,Full AC
DMT-Y013,Yellow Line,Azadpur,Vidhan Sabha,06:50,07:02,12,4,Every 15 min,On Time,1,Up,4,Full AC
DMT-B023,Blue Line,Dwarka Sector 8,Barakhamba Road,13:50,14:23,33,11,Every 7 min,On Time,4,Down,4,Full AC
DMT-G005,Green Line,Satguru Ram Singh Marg,Mundka,19:05,19:31,26,13,Every 5 min,Running,1,Down,4,Full AC
DMT-B013,Blue Line,Rajiv Chowk,Barakhamba Road,19:10,19:13,3,1,Every 5 min,On Time,1,Down,6,Full AC
DMT-R022,Red Line,Netaji Subhash Place,Pulbangash,21:15,21:27,12,6,Every 7 min,On Time,4,Down,4,Non-AC
DMT-V018,Violet Line,Mandi House,Kalkaji Mandir,12:05,12:35,30,10,Every 5 min,On Time,1,Down,8,Full AC
DMT-B022,Blue Line,Dwarka Sector 8,Indraprastha,23:55,23:55,42,14,Every 15 min,Cancelled,4,Down,8,Non-AC
DMT-R001,Red Line,Kohat Enclave,Shahdara,23:10,23:36,26,13,Every 5 min,On Time,2,Down,8,Full AC
DMT-Y002,Yellow Line,Model Town,Arjan Garh,18:40,19:55,75,25,Every 10 min,On Time,2,Up,4,Full AC
DMT-R014,Red Line,Rohini East,Welcome,06:30,07:12,42,14,Every 10 min,Running,3,Down,4,Full AC
DMT-B013,Blue Line,Dwarka Sector 21,Barakhamba Road,11:05,11:29,24,12,Every 10 min,On Time,2,Up,4,Full AC
DMT-R012,Red Line,Kashmere Gate,Shahdara,19:25,19:37,12,4,Every 7 min,Cancelled,1,Down,6,Full AC
DMT-Y015,Yellow Line,Chhattarpur,Sikanderpur,17:35,17:45,10,5,Every 5 min,On Time,2,Down,4,Full AC
DMT-V009,Violet Line,Nehru Place,Old Faridabad,18:00,18:42,42,14,Every 7 min,On Time,2,Up,4,Full AC
DMT-G021,Green Line,Paschim Vihar West,Udyog Nagar,16:25,16:29,4,2,Every 5 min,On Time,2,Down,6,Non-AC
DMT-R001,Red Line,Pitampura,Shahdara,12:50,13:18,28,14,Every 10 min,On Time,4,Up,6,Full AC
DMT-G024,Green Line,Paschim Vihar West,Nangloi Railway Station,14:05,14:15,10,5,Every 7 min,Delayed,3,Up,8,Full AC
DMT-R003,Red Line,Netaji Subhash Place,Seelampur,19:55,20:15,20,10,Every 15 min,On Time,1,Up,4,Full AC
DMT-R020,Red Line,Netaji Subhash Place,Seelampur,12:45,13:05,20,10,Every 7 min,On Time,1,Down,4,Full AC
DMT-V020,Violet Line,Tughlakabad,Neelam Chowk Ajronda,19:25,19:49,24,8,Every 7 min,On Time,3,Up,8,Full AC
DMT-V025,Violet Line,Kailash Colony,Nehru Place,22:10,22:13,3,1,Every 15 min,On Time,3,Down,8,Non-AC
DMT-R020,Red Line,Keshav Puram,Shastri Park,09:05,09:21,16,8,Every 3 min,On Time,4,Up,4,Non-AC
DMT-G009,Green Line,Peeragarhi,Udyog Nagar,17:10,17:13,3,1,Every 7 min,On Time,3,Up,6,Full AC
DMT-Y019,Yellow Line,Saket,MG Road,12:10,12:26,16,8,Every 3 min,On Time,2,Down,8,Non-AC
DMT-R007,Red Line,Netaji Subhash Place,Keshav Puram,16:50,16:53,3,1,Every 5 min,On Time,2,Down,8,Full AC
DMT-B020,Blue Line,Rajendra Place,Pragati Maidan,09:50,10:05,15,5,Every 3 min,On Time,2,Up,8,Full AC
DMT-G015,Green Line,Peeragarhi,Mundka,21:25,21:37,12,6,Every 15 min,Cancelled,4,Up,4,Full AC
DMT-G015,Green Line,Kirti Nagar,Satguru Ram Singh Marg,12:25,12:27,2,1,Every 7 min,On Time,3,Down,6,Full AC
DMT-R001,Red Line,Kanhaiya Nagar,Welcome,23:35,23:53,18,9,Every 5 min,On Time,4,Up,6,Non-AC
DMT-Y006,Yellow Line,Haiderpur Badli Mor,Udyog Bhawan,16:35,17:07,32,16,Every 5 min,On Time,1,Down,4,Full AC
DMT-R001,Red Line,Shastri Nagar,Dilshad Garden,19:30,19:48,18,9,Every 5 min,On Time,1,Up,6,Full AC
DMT-Y013,Yellow Line,Jahangirpuri,Jor Bagh,22:00,22:51,51,17,Every 15 min,On Time,2,Down,8,Full AC
DMT-Y009,Yellow Line,Jahangirpuri,Jor Bagh,09:05,09:56,51,17,Every 5 min,On Time,2,Down,8,Non-AC
DMT-B014,Blue Line,Dwarka,Mandi House,17:00,17:22,22,11,Every 7 min,On Time,2,Down,8,Full AC
DMT-Y023,Yellow Line,Haiderpur Badli Mor,HUDA City Centre,20:50,21:58,68,34,Every 3 min,On Time,2,Up,4,Full AC
DMT-Y008,Yellow Line,Vidhan Sabha,AIIMS,06:40,07:06,26,13,Every 3 min,On Time,3,Down,8,Full AC
DMT-G022,Green Line,Peeragarhi,Brigadier Hoshiar Singh,22:25,22:46,21,7,Every 3 min,Running,1,Up,6,Full AC
DMT-G013,Green Line,Satguru Ram Singh Marg,Punjabi Bagh,23:40,23:44,4,2,Every 10 min,On Time,3,Down,6,Full AC
DMT-V013,Violet Line,Kalkaji Mandir,Raja Nahar Singh,12:10,12:44,34,17,Every 15 min,On Time,3,Up,8,Full AC
DMT-G024,Green Line,Udyog Nagar,Nangloi,14:05,14:11,6,2,Every 15 min,On Time,4,Down,4,Full AC
DMT-B005,Blue Line,Dwarka Sector 8,Rajendra Place,14:35,14:51,16,8,Every 15 min,On Time,4,Up,8,Full AC
DMT-G017,Green Line,Punjabi Bagh,Rajdhani Park,17:50,18:20,30,10,Every 5 min,On Time,3,Up,6,Full AC
DMT-G019,Green Line,Nangloi Railway Station,Brigadier Hoshiar Singh,23:50,23:56,6,3,Every 3 min,On Time,2,Down,8,Full AC
DMT-R021,Red Line,Rohini East,Seelampur,13:00,13:26,26,13,Every 3 min,Running,4,Up,8,Non-AC
DMT-G006,Green Line,Rajdhani Park,Brigadier Hoshiar Singh,15:10,15:14,4,2,Every 5 min,Delayed,1,Down,6,Non-AC
DMT-R025,Red Line,Pitampura,Tis Hazari,10:10,10:28,18,9,Every 5 min,On Time,4,Up,8,Full AC
DMT-Y009,Yellow Line,Udyog Bhawan,Hauz Khas,08:25,08:37,12,6,Every 3 min,Delayed,4,Up,4,Full AC
DMT-R019,Red Line,Shastri Nagar,Shastri Park,19:25,19:35,10,5,Every 15 min,On Time,4,Up,6,Non-AC
DMT-V020,Violet Line,Mohan Estate,Tughlakabad,19:35,19:38,3,1,Every 7 min,On Time,1,Up,6,Non-AC
DMT-Y004,Yellow Line,Vishwavidyalaya,Chhattarpur,06:45,07:25,40,20,Every 3 min,On Time,2,Up,6,Full AC
DMT-V015,Violet Line,Jangpura,Kailash Colony,22:40,22:49,9,3,Every 7 min,Delayed,2,Up,4,Full AC
DMT-V018,Violet Line,Moolchand,Jasola Apollo,09:10,09:22,12,6,Every 15 min,On Time,4,Down,4,Full AC
DMT-B018,Blue Line,Rajiv Chowk,Pragati Maidan,23:35,23:44,9,3,Every 5 min,Cancelled,3,Down,8,Full AC
DMT-R018,Red Line,Kanhaiya Nagar,Pulbangash,21:40,21:48,8,4,Every 10 min,On Time,4,Down,8,Full AC
DMT-Y003,Yellow Line,Samaypur Badli,Chawri Bazar,12:10,12:36,26,13,Every 7 min,On Time,1,Down,6,Full AC
DMT-V024,Violet Line,Nehru Place,Mohan Estate,20:25,20:43,18,6,Every 3 min,Delayed,2,Down,8,Full AC
DMT-V012,Violet Line,Jama Masjid,Badarpur Border,11:50,12:50,60,20,Every 7 min,On Time,2,Down,4,Full AC
DMT-R021,Red Line,Shastri Nagar,Kashmere Gate,06:10,06:22,12,4,Every 10 min,On Time,4,Up,8,Full AC
DMT-V022,Violet Line,Nehru Place,Tughlakabad,18:35,18:56,21,7,Every 5 min,On Time,1,Up,6,Full AC
DMT-Y017,Yellow Line,Model Town,Chawri Bazar,05:35,05:49,14,7,Every 10 min,On Time,4,Up,6,Full AC
DMT-G005,Green Line,Nangloi,Nangloi Railway Station,06:05,06:08,3,1,Every 3 min,On Time,4,Up,6,Full AC
DMT-B016,Blue Line,Uttam Nagar East,Noida Sector 16,09:50,10:35,45,15,Every 15 min,Delayed,4,Up,8,Full AC
DMT-B019,Blue Line,Kirti Nagar,Ramesh Nagar,05:35,05:41,6,2,Every 7 min,On Time,2,Down,8,Full AC
DMT-B019,Blue Line,Yamuna Bank,Noida Sector 16,13:00,13:06,6,2,Every 5 min,On Time,1,Down,8,Full AC
DMT-R013,Red Line,Shastri Nagar,Welcome,16:20,16:41,21,7,Every 15 min,On Time,3,Up,4,Full AC
DMT-G021,Green Line,Ashok Park Main,Maharaja Surajmal Stadium,23:15,23:31,16,8,Every 3 min,Running,3,Up,4,Full AC
DMT-Y020,Yellow Line,Jor Bagh,Qutab Minar,14:00,14:21,21,7,Every 10 min,Delayed,3,Up,8,Full AC
DMT-Y006,Yellow Line,Chawri Bazar,INA,12:45,13:01,16,8,Every 5 min,On Time,4,Up,6,Full AC
DMT-B017,Blue Line,Dwarka,Noida Sector 15,13:00,13:45,45,15,Every 3 min,On Time,4,Up,8,Full AC
DMT-G011,Green Line,Peeragarhi,Nangloi,22:20,22:26,6,3,Every 3 min,On Time,1,Down,4,Full AC
DMT-G010,Green Line,Ashok Park Main,Madipur,15:15,15:21,6,3,Every 5 min,Running,3,Up,4,Full AC
DMT-B020,Blue Line,Karol Bagh,Barakhamba Road,15:30,15:36,6,2,Every 3 min,On Time,4,Up,4,Full AC
DMT-B007,Blue Line,Dwarka,Pragati Maidan,08:05,08:41,36,12,Every 15 min,Running,4,Down,6,Full AC
DMT-B023,Blue Line,Yamuna Bank,Noida Sector 15,15:30,15:32,2,1,Every 5 min,On Time,1,Down,8,Full AC
DMT-Y013,Yellow Line,Kashmere Gate,Patel Chowk,21:00,21:10,10,5,Every 3 min,On Time,3,Up,4,Full AC
DMT-Y022,Yellow Line,Samaypur Badli,Vidhan Sabha,11:10,11:28,18,9,Every 3 min,Delayed,4,Down,6,Full AC
DMT-V007,Violet Line,Kashmere Gate,Neelam Chowk Ajronda,08:30,09:57,87,29,Every 5 min,On Time,1,Down,4,Full AC
DMT-B017,Blue Line,Uttam Nagar East,Pragati Maidan,10:05,10:27,22,11,Every 5 min,Running,3,Up,8,Non-AC
DMT-B015,Blue Line,Noida Sector 15,Noida Sector 16,09:00,09:03,3,1,Every 7 min,Delayed,4,Up,8,Full AC
DMT-G014,Green Line,Ashok Park Main,Shivaji Park,22:20,22:26,6,2,Every 15 min,On Time,4,Up,6,Full AC
DMT-B018,Blue Line,Uttam Nagar East,Mandi House,05:25,05:45,20,10,Every 10 min,Delayed,4,Down,8,Full AC
DMT-Y025,Yellow Line,Central Secretariat,Race Course,16:30,16:36,6,2,Every 15 min,On Time,4,Down,6,Full AC
DMT-Y011,Yellow Line,Chawri Bazar,Jor Bagh,21:30,21:51,21,7,Every 3 min,On Time,3,Up,4,Full AC
DMT-B013,Blue Line,Uttam Nagar East,Janakpuri West,21:05,21:08,3,1,Every 5 min,On Time,4,Down,8,Full AC
DMT-G021,Green Line,Paschim Vihar East,Nangloi Railway Station,19:30,19:42,12,6,Every 15 min,On Time,4,Up,4,Full AC
DMT-Y022,Yellow Line,Patel Chowk,Udyog Bhawan,18:25,18:29,4,2,Every 10 min,On Time,2,Down,6,Full AC
DMT-G024,Green Line,Punjabi Bagh,Brigadier Hoshiar Singh,06:35,06:59,24,12,Every 15 min,On Time,4,Down,4,Full AC
DMT-R023,Red Line,Rithala,Kanhaiya Nagar,12:50,13:11,21,7,Every 5 min,Delayed,1,Down,6,Full AC
DMT-B022,Blue Line,Moti Nagar,Karol Bagh,07:55,08:04,9,3,Every 7 min,On Time,1,Up,8,Full AC
DMT-Y018,Yellow Line,Central Secretariat,AIIMS,17:40,17:55,15,5,Every 15 min,Delayed,1,Down,8,Full AC
DMT-B014,Blue Line,Ramesh Nagar,Barakhamba Road,15:25,15:37,12,4,Every 10 min,On Time,2,Down,6,Full AC
DMT-Y010,Yellow Line,Udyog Bhawan,Sultanpur,14:00,14:22,22,11,Every 3 min,On Time,1,Up,6,Full AC
DMT-R022,Red Line,Inderlok,Shastri Nagar,05:40,05:43,3,1,Every 15 min,Cancelled,4,Up,6,Full AC
DMT-V012,Violet Line,Nehru Place,Raja Nahar Singh,14:00,14:54,54,18,Every 7 min,Cancelled,1,Down,8,Full AC
DMT-V010,Violet Line,Moolchand,Harkesh Nagar Okhla,08:00,08:10,10,5,Every 7 min,On Time,3,Up,8,Full AC
DMT-G018,Green Line,Ashok Park Main,Shivaji Park,10:00,10:04,4,2,Every 7 min,On Time,2,Down,6,Full AC
