transaction_id,date,time,day,from_station,to_station,line,fare,payment_mode,card_type,passenger_type,is_holiday,trip_duration_min
TXN-003542,2026-01-08,10:45,Thursday,Vidhan Sabha,Kohat Enclave,Yellow Line,25.0,Token,Female,Female,0,16
TXN-003543,2026-01-19,09:15,Monday,Sikanderpur,Jahangirpuri,Yellow Line,25.0,Tourist Card,Student,Student,0,59
TXN-003544,2026-01-28,18:45,Wednesday,Model Town,Old Faridabad,Yellow Line,13.5,Smart Card,Regular,Regular,0,56
TXN-003545,2026-02-15,18:30,Sunday,NHPC Chowk,Chawri Bazar,Violet Line,27.0,Smart Card,Regular,Regular,1,58
TXN-003546,2026-01-31,14:30,Saturday,Mewala Maharajpur,Lajpat Nagar,Violet Line,40.0,Token,Regular,Regular,0,46
TXN-003547,2026-01-29,19:30,Thursday,Kailash Colony,Rithala,Violet Line,30.0,Token,Female,Female,0,57
TXN-003548,2026-02-21,16:00,Saturday,Uttam Nagar East,Adarsh Nagar,Blue Line,27.0,Smart Card,Student,Student,0,39
TXN-003549,2026-02-15,15:00,Sunday,Patel Chowk,MG Road,Yellow Line,13.5,Smart Card,Regular,Regular,1,73
TXN-003550,2026-02-16,15:15,Monday,Badkhal Mor,Welcome,Violet Line,60.0,QR Code,Regular,Regular,0,16
TXN-003551,2026-02-05,12:00,Thursday,Nehru Place,Qutab Minar,Violet Line,15.0,Token,Differently Abled,Differently Abled,0,71
TXN-003552,2026-02-26,11:15,Thursday,Lajpat Nagar,Shastri Nagar,Violet Line,50.0,QR Code,Female,Female,1,45
TXN-003553,2026-02-02,19:15,Monday,Jangpura,Dwarka,Violet Line,9.0,Smart Card,Regular,Regular,0,53
TXN-003554,2026-01-03,06:30,Saturday,Guru Dronacharya,MG Road,Yellow Line,18.0,Smart Card,Regular,Regular,0,21
TXN-003555,2026-01-10,17:15,Saturday,Uttam Nagar East,MG Road,Blue Line,15.0,QR Code,Regular,Regular,0,52
TXN-003556,2026-02-26,08:45,Thursday,Chhattarpur,Raja Nahar Singh,Yellow Line,13.5,Smart Card,Senior Citizen,Senior Citizen,1,21
TXN-003557,2026-02-14,22:00,Saturday,Pulbangash,Uttam Nagar East,Red Line,22.5,Smart Card,Regular,Regular,0,37
TXN-003558,2026-01-05,10:30,Monday,Guru Dronacharya,Sikanderpur,Yellow Line,9.0,Smart Card,Student,Student,0,22
TXN-003559,2026-02-07,11:00,Saturday,Khan Market,Civil Lines,Violet Line,22.5,Smart Card,Regular,Regular,0,23
TXN-003560,2026-01-31,10:45,Saturday,Old Faridabad,Shastri Park,Violet Line,10.0,Tourist Card,Regular,Regular,0,47
TXN-003561,2026-01-09,08:00,Friday,Madipur,Guru Dronacharya,Green Line,45.0,Smart Card,Female,Female,0,25
TXN-003562,2026-02-26,18:45,Thursday,Ghitorni,Rithala,Yellow Line,15.0,National Common Mobility Card,Regular,Regular,1,66
TXN-003563,2026-02-22,08:45,Sunday,Inderlok,Chhattarpur,Red Line,9.0,Smart Card,Regular,Regular,1,55
TXN-003564,2026-01-11,18:30,Sunday,Raja Nahar Singh,Yamuna Bank,Violet Line,10.0,QR Code,Student,Student,1,71
TXN-003565,2026-02-21,14:45,Saturday,Peeragarhi,Sector 28,Green Line,15.0,Token,Student,Student,0,72
TXN-003566,2026-01-15,17:00,Thursday,Brigadier Hoshiar Singh,New Delhi,Green Line,9.0,Smart Card,Regular,Regular,0,20
TXN-003567,2026-02-24,09:30,Tuesday,Shivaji Park,Kirti Nagar,Green Line,15.0,Token,Student,Student,0,30
TXN-003568,2026-02-24,08:45,Tuesday,Pitampura,Satguru Ram Singh Marg,Red Line,54.0,Smart Card,Senior Citizen,Senior Citizen,0,62
TXN-003569,2026-01-14,10:45,Wednesday,Jasola Apollo,Govindpuri,Violet Line,40.0,Token,Regular,Regular,0,7
TXN-003570,2026-01-04,15:15,Sunday,Pragati Maidan,Dwarka Sector 21,Blue Line,22.5,Smart Card,Regular,Regular,1,69
TXN-003571,2026-02-04,16:30,Wednesday,Yamuna Bank,Green Park,Blue Line,54.0,Smart Card,Female,Female,0,5
TXN-003572,2026-01-08,07:45,Thursday,Vidhan Sabha,Bata Chowk,Yellow Line,25.0,Token,Student,Student,0,63
TXN-003573,2026-02-13,08:15,Friday,AIIMS,Sarai,Yellow Line,20.0,Token,Student,Student,0,13
TXN-003574,2026-01-01,17:15,Thursday,Pitampura,Welcome,Red Line,60.0,QR Code,Senior Citizen,Senior Citizen,0,55
TXN-003575,2026-02-25,17:15,Wednesday,Guru Dronacharya,Escorts Mujesar,Yellow Line,13.5,Smart Card,Student,Student,0,16
TXN-003576,2026-02-26,17:30,Thursday,ITO,Pitampura,Violet Line,22.5,Smart Card,Regular,Regular,1,59
TXN-003577,2026-01-06,15:00,Tuesday,Inderlok,Malviya Nagar,Red Line,18.0,Smart Card,Female,Female,0,17
TXN-003578,2026-02-05,08:00,Thursday,Shahdara,Old Faridabad,Red Line,10.0,Token,Differently Abled,Differently Abled,0,55
TXN-003579,2026-01-28,18:00,Wednesday,Yamuna Bank,Green Park,Blue Line,9.0,Smart Card,Regular,Regular,0,38
TXN-003580,2026-02-23,07:30,Monday,AIIMS,New Delhi,Yellow Line,15.0,Token,Regular,Regular,0,30
TXN-003581,2026-02-10,18:15,Tuesday,Rajiv Chowk,Jama Masjid,Blue Line,13.5,Smart Card,Differently Abled,Differently Abled,0,28
TXN-003582,2026-02-16,15:15,Monday,Rajendra Place,Dwarka Sector 8,Blue Line,36.0,Smart Card,Differently Abled,Differently Abled,0,26
TXN-003583,2026-01-16,10:45,Friday,Pratap Nagar,Jangpura,Red Line,50.0,QR Code,Differently Abled,Differently Abled,0,14
TXN-003584,2026-02-08,09:00,Sunday,Jor Bagh,Pulbangash,Yellow Line,30.0,Token,Regular,Regular,1,70
TXN-003585,2026-01-24,12:15,Saturday,Chawri Bazar,Hauz Khas,Yellow Line,10.0,Token,Regular,Regular,0,32
TXN-003586,2026-01-19,17:30,Monday,Chawri Bazar,Uttam Nagar East,Yellow Line,15.0,Tourist Card,Senior Citizen,Senior Citizen,0,36
TXN-003587,2026-02-19,17:30,Thursday,Ashok Park Main,Barakhamba Road,Green Line,30.0,Token,Female,Female,0,63
TXN-003588,2026-01-10,17:45,Saturday,Mandi House,Yamuna Bank,Blue Line,27.0,Smart Card,Differently Abled,Differently Abled,0,11
TXN-003589,2026-01-09,09:15,Friday,Neelam Chowk Ajronda,Chawri Bazar,Violet Line,30.0,QR Code,Student,Student,0,66
TXN-003590,2026-02-08,18:15,Sunday,Race Course,Central Secretariat,Yellow Line,25.0,Token,Differently Abled,Differently Abled,1,60
TXN-003591,2026-02-15,17:45,Sunday,Noida City Centre,Vishwavidyalaya,Blue Line,15.0,QR Code,Regular,Regular,1,39
TXN-003592,2026-01-11,08:00,Sunday,Yamuna Bank,Race Course,Blue Line,10.0,Token,Regular,Regular,1,14
TXN-003593,2026-02-10,19:30,Tuesday,Mandi House,Haiderpur Badli Mor,Blue Line,15.0,QR Code,Regular,Regular,0,66
TXN-003594,2026-01-30,17:45,Friday,Neelam Chowk Ajronda,Sector 28,Violet Line,40.0,QR Code,Regular,Regular,0,7
TXN-003595,2026-01-24,08:45,Saturday,Model Town,Kashmere Gate,Yellow Line,50.0,QR Code,Regular,Regular,0,12
TXN-003596,2026-01-14,11:45,Wednesday,Sultanpur,Pulbangash,Yellow Line,45.0,Smart Card,Female,Female,0,70
TXN-003597,2026-01-16,09:00,Friday,Chandni Chowk,Dwarka Sector 8,Yellow Line,40.0,National Common Mobility Card,Regular,Regular,0,66
TXN-003598,2026-02-20,19:00,Friday,Sector 28,Haiderpur Badli Mor,Violet Line,18.0,Smart Card,Regular,Regular,0,19
TXN-003599,2026-01-17,15:15,Saturday,Harkesh Nagar Okhla,Neelam Chowk Ajronda,Violet Line,60.0,National Common Mobility Card,Regular,Regular,0,72
TXN-003600,2026-01-13,08:15,Tuesday,Moti Nagar,Keshav Puram,Blue Line,20.0,QR Code,Regular,Regular,0,40
TXN-003601,2026-01-08,14:15,Thursday,Mewala Maharajpur,Keshav Puram,Violet Line,40.0,QR Code,Regular,Regular,0,50
TXN-003602,2026-02-03,11:15,Tuesday,Noida Sector 16,Adarsh Nagar,Blue Line,10.0,National Common Mobility Card,Regular,Regular,0,44
TXN-003603,2026-01-04,17:00,Sunday,Delhi Gate,MG Road,Violet Line,50.0,Token,Female,Female,1,8
TXN-003604,2026-02-20,19:00,Friday,IFFCO Chowk,Azadpur,Yellow Line,25.0,Token,Student,Student,0,34
TXN-003605,2026-01-26,15:00,Monday,Khan Market,Civil Lines,Violet Line,22.5,Smart Card,Female,Female,1,64
TXN-003606,2026-01-20,14:45,Tuesday,Tis Hazari,Sector 28,Red Line,10.0,QR Code,Regular,Regular,0,58
TXN-003607,2026-01-09,19:45,Friday,Indraprastha,Satguru Ram Singh Marg,Blue Line,20.0,Token,Female,Female,0,58
TXN-003608,2026-01-26,10:45,Monday,Shahdara,Dwarka Sector 21,Red Line,25.0,Token,Student,Student,1,37
TXN-003609,2026-02-11,10:30,Wednesday,Noida Sector 15,JLN Stadium,Blue Line,27.0,Smart Card,Differently Abled,Differently Abled,0,47
TXN-003610,2026-02-12,17:30,Thursday,NHPC Chowk,Lajpat Nagar,Violet Line,45.0,Smart Card,Regular,Regular,0,41
TXN-003611,2026-02-01,13:00,Sunday,Chandni Chowk,JLN Stadium,Yellow Line,10.0,QR Code,Regular,Regular,1,28
TXN-003612,2026-02-07,18:00,Saturday,Maharaja Surajmal Stadium,Noida City Centre,Green Line,40.0,National Common Mobility Card,Female,Female,0,17
TXN-003613,2026-02-15,11:00,Sunday,Netaji Subhash Place,Saket,Red Line,45.0,Smart Card,Student,Student,1,36
TXN-003614,2026-02-27,09:15,Friday,Pulbangash,Paschim Vihar West,Red Line,25.0,Token,Regular,Regular,0,41
TXN-003615,2026-01-24,08:00,Saturday,JLN Stadium,Mandi House,Violet Line,9.0,Smart Card,Regular,Regular,0,56
TXN-003616,2026-02-02,08:45,Monday,Mandi House,Hauz Khas,Blue Line,30.0,Token,Senior Citizen,Senior Citizen,0,67
TXN-003617,2026-02-01,05:30,Sunday,Patel Chowk,Kirti Nagar,Yellow Line,45.0,Smart Card,Regular,Regular,1,5
TXN-003618,2026-01-19,11:30,Monday,Rithala,Pitampura,Red Line,50.0,QR Code,Senior Citizen,Senior Citizen,0,27
TXN-003619,2026-02-13,09:30,Friday,Indraprastha,Chandni Chowk,Blue Line,10.0,Tourist Card,Regular,Regular,0,48
TXN-003620,2026-01-21,08:00,Wednesday,Samaypur Badli,Central Secretariat,Yellow Line,30.0,Tourist Card,Regular,Regular,0,40
TXN-003621,2026-02-23,17:00,Monday,Paschim Vihar East,Ramesh Nagar,Green Line,10.0,National Common Mobility Card,Differently Abled,Differently Abled,0,37
TXN-003622,2026-01-08,17:00,Thursday,Welcome,Kashmere Gate,Red Line,25.0,Tourist Card,Regular,Regular,0,6
TXN-003623,2026-01-13,17:30,Tuesday,Barakhamba Road,Dwarka Sector 8,Blue Line,60.0,QR Code,Regular,Regular,0,29
TXN-003624,2026-02-22,10:00,Sunday,ITO,IFFCO Chowk,Violet Line,25.0,National Common Mobility Card,Regular,Regular,1,53
TXN-003625,2026-02-13,14:00,Friday,Jor Bagh,Tughlakabad,Yellow Line,27.0,Smart Card,Regular,Regular,0,51
TXN-003626,2026-02-06,09:15,Friday,Rohini West,Civil Lines,Red Line,13.5,Smart Card,Student,Student,0,48
TXN-003627,2026-02-22,15:45,Sunday,New Delhi,Kailash Colony,Yellow Line,50.0,Token,Student,Student,1,17
TXN-003628,2026-01-05,09:00,Monday,Kirti Nagar,Chawri Bazar,Blue Line,9.0,Smart Card,Regular,Regular,0,49
TXN-003629,2026-02-11,16:30,Wednesday,Dwarka Sector 8,Kalkaji Mandir,Blue Line,25.0,Token,Female,Female,0,23
TXN-003630,2026-02-20,17:15,Friday,Shahdara,AIIMS,Red Line,36.0,Smart Card,Female,Female,0,74
TXN-003631,2026-01-06,09:30,Tuesday,Sarita Vihar,Udyog Nagar,Violet Line,27.0,Smart Card,Female,Female,0,49
TXN-003632,2026-01-15,14:00,Thursday,Qutab Minar,Kanhaiya Nagar,Yellow Line,20.0,National Common Mobility Card,Female,Female,0,71
TXN-003633,2026-02-24,08:30,Tuesday,Rithala,Sector 28,Red Line,30.0,Token,Regular,Regular,0,63
TXN-003634,2026-02-06,09:45,Friday,Escorts Mujesar,Ramesh Nagar,Violet Line,54.0,Smart Card,Regular,Regular,0,39
TXN-003635,2026-01-23,18:45,Friday,Kohat Enclave,Tis Hazari,Red Line,40.0,Token,Regular,Regular,0,65
TXN-003636,2026-01-09,17:45,Friday,Keshav Puram,Rajendra Place,Red Line,40.0,Token,Regular,Regular,0,11
TXN-003637,2026-02-04,09:45,Wednesday,Rohini Sector 18,Sarai,Yellow Line,27.0,Smart Card,Female,Female,0,26
TXN-003638,2026-01-17,13:45,Saturday,Jasola Apollo,HUDA City Centre,Violet Line,50.0,National Common Mobility Card,Student,Student,0,12
TXN-003639,2026-01-08,08:30,Thursday,Qutab Minar,Sarita Vihar,Yellow Line,13.5,Smart Card,Regular,Regular,0,16
TXN-003640,2026-02-16,09:15,Monday,Satguru Ram Singh Marg,Kalkaji Mandir,Green Line,40.0,QR Code,Female,Female,0,18
TXN-003641,2026-01-18,07:45,Sunday,Mohan Estate,Vidhan Sabha,Violet Line,20.0,QR Code,Regular,Regular,1,44
TXN-003642,2026-01-31,16:15,Saturday,Qutab Minar,Mandi House,Yellow Line,22.5,Smart Card,Regular,Regular,0,47
TXN-003643,2026-02-28,16:45,Saturday,Udyog Bhawan,NHPC Chowk,Yellow Line,15.0,QR Code,Regular,Regular,0,55
TXN-003644,2026-02-20,11:00,Friday,Delhi Gate,Yamuna Bank,Violet Line,27.0,Smart Card,Regular,Regular,0,71
TXN-003645,2026-01-09,16:15,Friday,Lajpat Nagar,Kanhaiya Nagar,Violet Line,22.5,Smart Card,Regular,Regular,0,44
TXN-003646,2026-02-10,07:45,Tuesday,Adarsh Nagar,Neelam Chowk Ajronda,Yellow Line,36.0,Smart Card,Differently Abled,Differently Abled,0,73
TXN-003647,2026-02-27,09:30,Friday,Badarpur Border,Dilshad Garden,Violet Line,50.0,Token,Student,Student,0,67
TXN-003648,2026-01-12,08:30,Monday,Old Faridabad,Sultanpur,Violet Line,45.0,Smart Card,Student,Student,0,13
TXN-003649,2026-01-21,08:30,Wednesday,Jahangirpuri,Harkesh Nagar Okhla,Yellow Line,20.0,Token,Student,Student,0,39
TXN-003650,2026-01-04,09:30,Sunday,Chandni Chowk,ITO,Yellow Line,50.0,National Common Mobility Card,Student,Student,1,48
TXN-003651,2026-02-07,13:45,Saturday,Uttam Nagar East,Dwarka Sector 21,Blue Line,20.0,QR Code,Regular,Regular,0,64
TXN-003652,2026-01-31,08:45,Saturday,Kohat Enclave,New Delhi,Red Line,20.0,QR Code,Regular,Regular,0,57
TXN-003653,2026-01-06,09:15,Tuesday,Mohan Estate,Rajendra Place,Violet Line,50.0,Token,Female,Female,0,54
TXN-003654,2026-01-18,19:00,Sunday,Civil Lines,Mandi House,Yellow Line,45.0,Smart Card,Regular,Regular,1,7
TXN-003655,2026-01-19,17:00,Monday,Noida Sector 16,Rohini East,Blue Line,15.0,QR Code,Regular,Regular,0,8
TXN-003656,2026-01-25,07:30,Sunday,Rithala,Jangpura,Red Line,54.0,Smart Card,Regular,Regular,1,48
TXN-003657,2026-01-08,08:30,Thursday,Mohan Estate,Ghitorni,Violet Line,15.0,Token,Regular,Regular,0,67
TXN-003658,2026-02-08,09:30,Sunday,Model Town,Pitampura,Yellow Line,22.5,Smart Card,Student,Student,1,25
TXN-003659,2026-01-03,11:30,Saturday,Pitampura,Jasola Apollo,Red Line,18.0,Smart Card,Female,Female,0,13
TXN-003660,2026-02-28,09:45,Saturday,Rajendra Place,Rohini West,Blue Line,30.0,National Common Mobility Card,Student,Student,0,67
TXN-003661,2026-01-31,05:45,Saturday,Vishwavidyalaya,Jangpura,Yellow Line,45.0,Smart Card,Female,Female,0,34
TXN-003662,2026-01-30,13:45,Friday,Paschim Vihar West,Kalkaji Mandir,Green Line,50.0,National Common Mobility Card,Regular,Regular,0,60
TXN-003663,2026-02-23,08:15,Monday,Tis Hazari,Mundka,Red Line,22.5,Smart Card,Regular,Regular,0,17
TXN-003664,2026-02-07,06:00,Saturday,Jangpura,Rohini Sector 18,Violet Line,50.0,Token,Regular,Regular,0,30
TXN-003665,2026-01-02,09:15,Friday,Punjabi Bagh,Mandi House,Green Line,45.0,Smart Card,Regular,Regular,0,53
TXN-003666,2026-01-16,17:30,Friday,NHPC Chowk,Jahangirpuri,Violet Line,40.0,Token,Regular,Regular,0,42
TXN-003667,2026-02-14,09:00,Saturday,Peeragarhi,Saket,Green Line,45.0,Smart Card,Regular,Regular,0,7
TXN-003668,2026-02-23,15:15,Monday,Rohini East,MG Road,Red Line,9.0,Smart Card,Regular,Regular,0,35
TXN-003669,2026-02-28,10:15,Saturday,Udyog Bhawan,Lal Quila,Yellow Line,22.5,Smart Card,Student,Student,0,69
TXN-003670,2026-01-25,15:00,Sunday,Rajouri Garden,Satguru Ram Singh Marg,Blue Line,18.0,Smart Card,Female,Female,1,40
TXN-003671,2026-02-27,12:45,Friday,Madipur,Rithala,Green Line,15.0,Token,Student,Student,0,17
TXN-003672,2026-01-15,17:45,Thursday,Nehru Place,Sarita Vihar,Violet Line,13.5,Smart Card,Regular,Regular,0,25
TXN-003673,2026-01-13,18:45,Tuesday,Maharaja Surajmal Stadium,Tis Hazari,Green Line,36.0,Smart Card,Regular,Regular,0,68
TXN-003674,2026-02-21,14:15,Saturday,Rohini Sector 18,Patel Chowk,Yellow Line,22.5,Smart Card,Regular,Regular,0,48
TXN-003675,2026-01-22,20:30,Thursday,Azadpur,Sarai,Yellow Line,9.0,Smart Card,Regular,Regular,0,6
TXN-003676,2026-02-21,11:15,Saturday,Mewala Maharajpur,Kalkaji Mandir,Violet Line,30.0,Tourist Card,Regular,Regular,0,25
TXN-003677,2026-02-02,10:45,Monday,Noida Sector 16,Kashmere Gate,Blue Line,60.0,QR Code,Regular,Regular,0,36
TXN-003678,2026-01-03,08:00,Saturday,Udyog Nagar,Old Faridabad,Green Line,54.0,Smart Card,Regular,Regular,0,74
TXN-003679,2026-02-18,10:15,Wednesday,Delhi Gate,Lal Quila,Violet Line,36.0,Smart Card,Student,Student,0,32
TXN-003680,2026-01-21,15:45,Wednesday,Bata Chowk,Janpath,Violet Line,27.0,Smart Card,Regular,Regular,0,72
TXN-003681,2026-01-10,06:30,Saturday,Shivaji Park,Bata Chowk,Green Line,60.0,QR Code,Regular,Regular,0,30
TXN-003682,2026-01-02,18:00,Friday,Qutab Minar,Arjan Garh,Yellow Line,18.0,Smart Card,Regular,Regular,0,19
TXN-003683,2026-01-11,12:15,Sunday,NHPC Chowk,Kalkaji Mandir,Violet Line,54.0,Smart Card,Regular,Regular,1,33
TXN-003684,2026-02-04,07:00,Wednesday,Inderlok,Mewala Maharajpur,Red Line,10.0,Token,Regular,Regular,0,12
TXN-003685,2026-01-31,07:00,Saturday,Udyog Bhawan,Dwarka Sector 8,Yellow Line,40.0,Token,Senior Citizen,Senior Citizen,0,24
TXN-003686,2026-01-17,05:00,Saturday,Jasola Apollo,Rohini West,Violet Line,13.5,Smart Card,Senior Citizen,Senior Citizen,0,13
TXN-003687,2026-02-04,13:15,Wednesday,Badkhal Mor,Adarsh Nagar,Violet Line,9.0,Smart Card,Student,Student,0,45
TXN-003688,2026-01-11,21:30,Sunday,Pitampura,Paschim Vihar East,Red Line,10.0,National Common Mobility Card,Regular,Regular,1,42
TXN-003689,2026-01-03,10:30,Saturday,Lal Quila,Welcome,Violet Line,20.0,National Common Mobility Card,Senior Citizen,Senior Citizen,0,35
TXN-003690,2026-01-13,17:00,Tuesday,Moti Nagar,Green Park,Blue Line,30.0,National Common Mobility Card,Regular,Regular,0,18
TXN-003691,2026-01-30,14:30,Friday,Kashmere Gate,Seelampur,Yellow Line,18.0,Smart Card,Student,Student,0,63
TXN-003692,2026-02-11,08:30,Wednesday,Jama Masjid,Karol Bagh,Violet Line,20.0,National Common Mobility Card,Regular,Regular,0,56
TXN-003693,2026-02-20,09:00,Friday,Pratap Nagar,New Delhi,Red Line,40.0,Token,Female,Female,0,33
TXN-003694,2026-01-19,14:15,Monday,Jor Bagh,Nehru Place,Yellow Line,18.0,Smart Card,Regular,Regular,0,62
TXN-003695,2026-02-14,18:00,Saturday,Pragati Maidan,Guru Dronacharya,Blue Line,13.5,Smart Card,Student,Student,0,51
TXN-003696,2026-01-03,10:30,Saturday,Tis Hazari,Central Secretariat,Red Line,15.0,Tourist Card,Senior Citizen,Senior Citizen,0,68
TXN-003697,2026-02-15,13:15,Sunday,Kanhaiya Nagar,Delhi Gate,Red Line,13.5,Smart Card,Regular,Regular,1,67
TXN-003698,2026-02-22,16:15,Sunday,Dwarka Sector 21,ITO,Blue Line,13.5,Smart Card,Student,Student,1,45
TXN-003699,2026-02-04,08:00,Wednesday,Guru Dronacharya,AIIMS,Yellow Line,9.0,Smart Card,Regular,Regular,0,70
TXN-003700,2026-02-05,10:30,Thursday,Jahangirpuri,Nehru Place,Yellow Line,10.0,National Common Mobility Card,Female,Female,0,31
TXN-003701,2026-01-01,17:45,Thursday,Nangloi,Keshav Puram,Green Line,60.0,Token,Student,Student,0,18
TXN-003702,2026-02-12,19:45,Thursday,HUDA City Centre,Neelam Chowk Ajronda,Yellow Line,50.0,National Common Mobility Card,Student,Student,0,52
TXN-003703,2026-01-03,14:30,Saturday,Govindpuri,Bata Chowk,Violet Line,54.0,Smart Card,Female,Female,0,21
TXN-003704,2026-02-12,16:45,Thursday,Sarita Vihar,Barakhamba Road,Violet Line,15.0,Token,Senior Citizen,Senior Citizen,0,36
TXN-003705,2026-01-15,17:00,Thursday,Udyog Nagar,HUDA City Centre,Green Line,10.0,Token,Senior Citizen,Senior Citizen,0,63
TXN-003706,2026-01-28,08:00,Wednesday,IFFCO Chowk,Old Faridabad,Yellow Line,15.0,National Common Mobility Card,Female,Female,0,20
TXN-003707,2026-01-12,19:30,Monday,Moolchand,Madipur,Violet Line,60.0,Token,Student,Student,0,35
TXN-003708,2026-01-15,14:30,Thursday,Satguru Ram Singh Marg,Khan Market,Green Line,40.0,Token,Regular,Regular,0,36
TXN-003709,2026-01-03,09:30,Saturday,Rajiv Chowk,Vishwavidyalaya,Blue Line,20.0,Token,Female,Female,0,66
TXN-003710,2026-01-22,09:15,Thursday,Moolchand,Dwarka,Violet Line,9.0,Smart Card,Regular,Regular,0,52
TXN-003711,2026-02-19,17:00,Thursday,Badarpur Border,Mandi House,Violet Line,40.0,National Common Mobility Card,Regular,Regular,0,13
TXN-003712,2026-01-07,11:30,Wednesday,Pulbangash,Udyog Bhawan,Red Line,45.0,Smart Card,Student,Student,0,22
TXN-003713,2026-02-27,10:00,Friday,IFFCO Chowk,Maharaja Surajmal Stadium,Yellow Line,20.0,Tourist Card,Regular,Regular,0,38
TXN-003714,2026-01-12,08:15,Monday,Azadpur,Mohan Estate,Yellow Line,25.0,National Common Mobility Card,Student,Student,0,5
TXN-003715,2026-02-03,06:45,Tuesday,Sector 28,Moolchand,Violet Line,9.0,Smart Card,Regular,Regular,0,70
TXN-003716,2026-01-30,17:00,Friday,Janakpuri West,Kanhaiya Nagar,Blue Line,60.0,National Common Mobility Card,Regular,Regular,0,56
TXN-003717,2026-02-08,06:00,Sunday,Central Secretariat,Race Course,Yellow Line,60.0,Token,Differently Abled,Differently Abled,1,36
TXN-003718,2026-01-19,18:00,Monday,Green Park,Mundka,Yellow Line,60.0,National Common Mobility Card,Regular,Regular,0,18
TXN-003719,2026-02-11,10:15,Wednesday,Pitampura,AIIMS,Red Line,27.0,Smart Card,Regular,Regular,0,35
TXN-003720,2026-02-27,10:15,Friday,Tis Hazari,Chhattarpur,Red Line,54.0,Smart Card,Student,Student,0,17
TXN-003721,2026-01-16,15:00,Friday,Escorts Mujesar,IFFCO Chowk,Violet Line,50.0,Token,Regular,Regular,0,66
TXN-003722,2026-02-11,08:00,Wednesday,Keshav Puram,ITO,Red Line,25.0,QR Code,Regular,Regular,0,62
TXN-003723,2026-01-27,10:15,Tuesday,Madipur,Dwarka Sector 8,Green Line,27.0,Smart Card,Student,Student,0,14
TXN-003724,2026-02-20,07:00,Friday,Vishwavidyalaya,Kailash Colony,Yellow Line,13.5,Smart Card,Regular,Regular,0,46
TXN-003725,2026-01-01,17:45,Thursday,MG Road,Rajiv Chowk,Yellow Line,13.5,Smart Card,Student,Student,0,70
TXN-003726,2026-02-13,13:00,Friday,Ashok Park Main,Tughlakabad,Green Line,20.0,Token,Student,Student,0,12
TXN-003727,2026-02-27,07:00,Friday,Escorts Mujesar,Haiderpur Badli Mor,Violet Line,40.0,National Common Mobility Card,Regular,Regular,0,22
TXN-003728,2026-01-04,15:30,Sunday,Civil Lines,Janakpuri West,Yellow Line,18.0,Smart Card,Student,Student,1,52
TXN-003729,2026-02-28,08:45,Saturday,Noida Sector 16,Dwarka Sector 21,Blue Line,9.0,Smart Card,Regular,Regular,0,9
TXN-003730,2026-02-17,18:15,Tuesday,Noida Sector 15,Rajdhani Park,Blue Line,36.0,Smart Card,Regular,Regular,0,31
TXN-003731,2026-02-11,16:45,Wednesday,Arjan Garh,Chhattarpur,Yellow Line,40.0,QR Code,Regular,Regular,0,72
TXN-003732,2026-01-22,10:15,Thursday,Pitampura,Noida City Centre,Red Line,10.0,National Common Mobility Card,Senior Citizen,Senior Citizen,0,33
TXN-003733,2026-02-05,09:15,Thursday,Dwarka,Yamuna Bank,Blue Line,10.0,QR Code,Regular,Regular,0,34
TXN-003734,2026-01-09,06:00,Friday,Rajiv Chowk,Sarita Vihar,Blue Line,13.5,Smart Card,Regular,Regular,0,10
TXN-003735,2026-02-08,16:15,Sunday,Mandi House,Sector 28,Blue Line,36.0,Smart Card,Regular,Regular,1,13
TXN-003736,2026-01-01,10:30,Thursday,New Delhi,Karol Bagh,Yellow Line,22.5,Smart Card,Regular,Regular,0,28
TXN-003737,2026-02-08,10:00,Sunday,Guru Dronacharya,Badkhal Mor,Yellow Line,45.0,Smart Card,Differently Abled,Differently Abled,1,18
TXN-003738,2026-01-24,09:30,Saturday,Noida City Centre,Nehru Place,Blue Line,50.0,QR Code,Regular,Regular,0,21
TXN-003739,2026-02-18,13:30,Wednesday,Raja Nahar Singh,MG Road,Violet Line,50.0,National Common Mobility Card,Differently Abled,Differently Abled,0,44
TXN-003740,2026-02-27,17:45,Friday,Hauz Khas,Green Park,Yellow Line,45.0,Smart Card,Regular,Regular,0,5
TXN-003741,2026-01-27,07:00,Tuesday,Badkhal Mor,Arjan Garh,Violet Line,36.0,Smart Card,Regular,Regular,0,47
TXN-003742,2026-02-24,13:45,Tuesday,ITO,Shivaji Park,Violet Line,54.0,Smart Card,Regular,Regular,0,56
TXN-003743,2026-01-01,08:00,Thursday,Escorts Mujesar,Indraprastha,Violet Line,40.0,QR Code,Senior Citizen,Senior Citizen,0,44
TXN-003744,2026-02-27,10:15,Friday,Dwarka Sector 8,Model Town,Blue Line,9.0,Smart Card,Senior Citizen,Senior Citizen,0,37
TXN-003745,2026-02-18,19:30,Wednesday,Kashmere Gate,Delhi Gate,Yellow Line,50.0,Token,Senior Citizen,Senior Citizen,0,11
TXN-003746,2026-02-11,12:00,Wednesday,Patel Chowk,Badarpur Border,Yellow Line,60.0,Token,Regular,Regular,0,19
TXN-003747,2026-02-22,16:00,Sunday,Rajdhani Park,JLN Stadium,Green Line,15.0,QR Code,Regular,Regular,1,49
