date,time,day,train_id,line,station,delay_minutes,delay_reason,weather,impact_level,affected_passengers,is_peak_hour,is_holiday,resolution_time_min
2026-01-21,07:53,Wednesday,DMT-R019,Yellow Line,Malviya Nagar,31,Signal Failure,Cloudy,High,1227,0,0,44
2026-01-07,16:34,Wednesday,DMT-Y008,Blue Line,Moti Nagar,8,Power Failure,Clear,Low,305,0,0,13
2026-02-03,22:07,Tuesday,DMT-R009,Green Line,Nangloi Railway Station,20,Signal Failure,Clear,High,712,0,0,26
2026-02-13,11:34,Friday,DMT-B004,Green Line,Madipur,3,Passenger Emergency,Foggy,Low,129,0,0,8
2026-02-20,12:51,Friday,DMT-G002,Blue Line,Noida Sector 15,11,Weather Disruption,Cloudy,Medium,488,0,0,13
2026-02-21,18:00,Saturday,DMT-V024,Green Line,Udyog Nagar,21,Signal Failure,Cloudy,High,940,1,0,31
2026-01-12,06:47,Monday,DMT-G021,Violet Line,Jama Masjid,5,Passenger Emergency,Foggy,Low,211,0,0,16
2026-01-03,15:02,Saturday,DMT-V014,Blue Line,Dwarka Sector 21,31,Signal Failure,Clear,High,1202,0,0,44
2026-01-04,12:26,Sunday,DMT-B014,Green Line,Nangloi,10,Signal Failure,Clear,Medium,386,0,1,24
2026-02-08,12:11,Sunday,DMT-R016,Violet Line,Sarita Vihar,7,Passenger Emergency,Foggy,Low,301,0,1,16
2026-02-20,09:52,Friday,DMT-R013,Blue Line,Mandi House,40,Track Maintenance,Foggy,High,1488,1,0,48
2026-02-15,17:40,Sunday,DMT-R007,Red Line,Welcome,6,Platform Crowding,Cloudy,Low,230,1,1,20
2026-01-02,09:41,Friday,DMT-B025,Blue Line,Noida City Centre,3,Security Alert,Clear,Low,117,1,0,11
2026-02-05,16:40,Thursday,DMT-R005,Blue Line,Noida Sector 16,47,Signal Failure,Clear,High,1898,0,0,56
2026-01-29,12:17,Thursday,DMT-V003,Green Line,Punjabi Bagh,13,Overcrowding,Smoggy,Medium,452,0,0,23
2026-02-06,19:52,Friday,DMT-B004,Blue Line,Noida City Centre,10,Passenger Emergency,Foggy,Medium,364,1,0,24
2026-01-27,19:47,Tuesday,DMT-B006,Blue Line,Pragati Maidan,1,Platform Crowding,Clear,Low,41,1,0,6
2026-02-18,22:46,Wednesday,DMT-V023,Blue Line,Barakhamba Road,3,Door Malfunction,Foggy,Low,129,0,0,9
2026-02-28,17:53,Saturday,DMT-R004,Violet Line,Bata Chowk,1,Door Malfunction,Clear,Low,38,1,0,3
2026-01-04,05:26,Sunday,DMT-G019,Green Line,Shivaji Park,20,Signal Failure,Clear,High,764,0,1,27
2026-02-22,06:13,Sunday,DMT-B015,Yellow Line,Chawri Bazar,16,Staff Shortage,Smoggy,Medium,617,0,1,23
2026-02-25,07:44,Wednesday,DMT-B002,Blue Line,Pragati Maidan,13,Track Maintenance,Clear,Medium,455,0,0,26
2026-01-29,17:06,Thursday,DMT-Y013,Red Line,Rohini East,16,Weather Disruption,Foggy,Medium,617,1,0,30
2026-01-22,19:15,Thursday,DMT-V025,Red Line,Netaji Subhash Place,6,Passenger Emergency,Foggy,Low,268,1,0,13
2026-01-03,08:54,Saturday,DMT-V018,Red Line,Shahdara,19,Weather Disruption,Rainy,Medium,756,1,0,33
2026-01-11,07:13,Sunday,DMT-R020,Yellow Line,Green Park,13,Passenger Emergency,Cloudy,Medium,504,0,1,25
2026-02-19,20:12,Thursday,DMT-G010,Blue Line,Dwarka,36,Track Maintenance,Clear,High,1497,0,0,42
2026-02-03,16:06,Tuesday,DMT-V006,Green Line,Kirti Nagar,5,Technical Fault,Foggy,Low,202,0,0,16
2026-02-09,15:28,Monday,DMT-G007,Violet Line,Lal Quila,26,Overcrowding,Foggy,High,977,0,0,32
2026-01-14,06:13,Wednesday,DMT-Y025,Yellow Line,Kashmere Gate,20,Platform Crowding,Cloudy,High,752,0,0,28
2026-01-04,11:47,Sunday,DMT-R010,Red Line,Pulbangash,9,Switch Failure,Smoggy,Low,318,0,1,17
2026-01-26,12:25,Monday,DMT-R008,Yellow Line,Sultanpur,13,Weather Disruption,Foggy,Medium,452,0,1,22
2026-02-22,10:23,Sunday,DMT-Y012,Blue Line,Mandi House,42,Signal Failure,Foggy,High,1562,1,1,50
2026-02-24,17:50,Tuesday,DMT-R009,Red Line,Shastri Park,8,Door Malfunction,Cloudy,Low,292,1,0,12
2026-01-25,22:52,Sunday,DMT-R005,Green Line,Satguru Ram Singh Marg,32,Platform Crowding,Foggy,High,1369,0,1,43
2026-02-20,16:21,Friday,DMT-B024,Green Line,Nangloi Railway Station,2,Door Malfunction,Clear,Low,83,0,0,13
2026-01-21,20:02,Wednesday,DMT-V015,Green Line,Punjabi Bagh,12,Track Maintenance,Clear,Medium,477,0,0,15
2026-01-07,11:24,Wednesday,DMT-G020,Green Line,Satguru Ram Singh Marg,26,Weather Disruption,Rainy,High,1066,0,0,35
2026-02-16,20:58,Monday,DMT-B024,Red Line,Kanhaiya Nagar,10,Overcrowding,Foggy,Medium,420,0,0,18
2026-01-30,21:55,Friday,DMT-G020,Violet Line,Nehru Place,27,Overcrowding,Cloudy,High,1161,0,0,36
2026-02-03,05:48,Tuesday,DMT-R011,Yellow Line,Chandni Chowk,23,Weather Disruption,Foggy,High,883,0,0,31
2026-01-11,08:13,Sunday,DMT-Y019,Red Line,Shastri Park,12,Power Failure,Clear,Medium,506,1,1,15
2026-01-04,05:52,Sunday,DMT-Y023,Blue Line,Ramesh Nagar,13,Passenger Emergency,Clear,Medium,486,0,1,22
2026-01-31,21:40,Saturday,DMT-Y019,Green Line,Madipur,4,Passenger Emergency,Clear,Low,170,0,0,12
2026-02-05,17:28,Thursday,DMT-B009,Green Line,Kirti Nagar,24,Overcrowding,Cloudy,High,926,1,0,31
2026-02-16,18:56,Monday,DMT-V019,Red Line,Welcome,27,Staff Shortage,Foggy,High,1031,1,0,30
2026-01-10,22:08,Saturday,DMT-Y012,Yellow Line,INA,18,Platform Crowding,Clear,Medium,752,0,0,20
2026-02-23,06:53,Monday,DMT-B020,Blue Line,Indraprastha,15,Security Alert,Clear,Medium,630,0,0,29
2026-02-28,23:34,Saturday,DMT-R020,Violet Line,Kailash Colony,6,Overcrowding,Cloudy,Low,240,0,0,12
2026-02-28,22:49,Saturday,DMT-R020,Yellow Line,Race Course,3,Passenger Emergency,Foggy,Low,119,0,0,11
2026-02-12,15:05,Thursday,DMT-R020,Violet Line,Badkhal Mor,17,Passenger Emergency,Smoggy,Medium,669,0,0,25
2026-01-11,06:25,Sunday,DMT-V011,Red Line,Shastri Nagar,9,Overcrowding,Foggy,Low,406,0,1,18
2026-01-09,09:56,Friday,DMT-Y006,Red Line,Keshav Puram,7,Power Failure,Clear,Low,281,1,0,10
2026-01-02,07:58,Friday,DMT-R021,Red Line,Shahdara,17,Track Maintenance,Clear,Medium,574,0,0,22
2026-02-23,20:18,Monday,DMT-R017,Yellow Line,Chandni Chowk,9,Passenger Emergency,Foggy,Low,385,0,0,17
2026-01-17,18:30,Saturday,DMT-R008,Violet Line,ITO,49,Power Failure,Cloudy,High,1675,1,0,52
2026-02-20,15:51,Friday,DMT-R007,Violet Line,Mewala Maharajpur,25,Signal Failure,Cloudy,High,1035,0,0,31
2026-02-11,10:34,Wednesday,DMT-B008,Violet Line,ITO,9,Door Malfunction,Cloudy,Low,356,1,0,23
2026-02-24,05:35,Tuesday,DMT-V025,Red Line,Kanhaiya Nagar,7,Door Malfunction,Smoggy,Low,273,0,0,19
2026-01-13,20:51,Tuesday,DMT-V016,Violet Line,Lajpat Nagar,32,Overcrowding,Foggy,High,1228,0,0,37
2026-02-17,13:01,Tuesday,DMT-R017,Red Line,Keshav Puram,58,Signal Failure,Clear,High,2366,0,0,66
2026-02-19,19:59,Thursday,DMT-Y014,Violet Line,Mewala Maharajpur,7,Track Maintenance,Cloudy,Low,288,1,0,16
2026-01-22,21:38,Thursday,DMT-Y007,Blue Line,Noida City Centre,44,Signal Failure,Rainy,High,1716,0,0,58
2026-02-12,11:56,Thursday,DMT-V010,Green Line,Nangloi Railway Station,19,Track Maintenance,Clear,Medium,744,0,0,30
2026-02-22,07:31,Sunday,DMT-B006,Violet Line,Kailash Colony,43,Track Maintenance,Smoggy,High,1763,0,1,46
2026-02-13,10:50,Friday,DMT-V004,Violet Line,Jama Masjid,10,Overcrowding,Cloudy,Medium,418,1,0,14
2026-02-15,17:01,Sunday,DMT-Y017,Violet Line,Raja Nahar Singh,28,Security Alert,Foggy,High,968,1,1,38
2026-02-20,09:54,Friday,DMT-Y014,Blue Line,Noida City Centre,9,Weather Disruption,Cloudy,Low,405,1,0,17
2026-02-02,19:30,Monday,DMT-V004,Violet Line,Jama Masjid,24,Passenger Emergency,Foggy,High,950,1,0,33
2026-01-10,12:38,Saturday,DMT-V010,Blue Line,Janakpuri West,46,Track Maintenance,Clear,High,1775,0,0,58
2026-02-15,11:45,Sunday,DMT-B021,Yellow Line,Patel Chowk,30,Signal Failure,Smoggy,High,1200,0,1,33
2026-01-21,10:54,Wednesday,DMT-V004,Green Line,Peeragarhi,13,Door Malfunction,Foggy,Medium,496,1,0,18
2026-01-21,14:22,Wednesday,DMT-V005,Yellow Line,Ghitorni,28,Door Malfunction,Foggy,High,1013,0,0,40
2026-02-10,20:57,Tuesday,DMT-G024,Violet Line,Mohan Estate,18,Track Maintenance,Clear,Medium,820,0,0,29
2026-01-15,16:12,Thursday,DMT-B020,Red Line,Pitampura,6,Door Malfunction,Foggy,Low,237,0,0,15
2026-02-03,15:55,Tuesday,DMT-R013,Yellow Line,Rohini Sector 18,32,Door Malfunction,Foggy,High,1376,0,0,39
2026-01-09,22:45,Friday,DMT-V025,Green Line,Maharaja Surajmal Stadium,31,Door Malfunction,Foggy,High,1116,0,0,41
2026-01-16,19:35,Friday,DMT-Y009,Violet Line,Kailash Colony,8,Weather Disruption,Cloudy,Low,289,1,0,22
2026-01-24,16:05,Saturday,DMT-G003,Green Line,Paschim Vihar West,2,Staff Shortage,Clear,Low,70,0,0,14
2026-02-22,15:35,Sunday,DMT-R025,Red Line,Pratap Nagar,7,Signal Failure,Clear,Low,308,0,1,18
2026-02-18,09:44,Wednesday,DMT-B016,Red Line,Rithala,52,Track Maintenance,Smoggy,High,2298,1,0,54
2026-01-23,16:43,Friday,DMT-G004,Red Line,Dilshad Garden,36,Overcrowding,Foggy,High,1310,0,0,48
2026-02-25,05:19,Wednesday,DMT-Y003,Green Line,Mundka,26,Passenger Emergency,Cloudy,High,1175,0,0,38
2026-02-09,15:46,Monday,DMT-B002,Green Line,Maharaja Surajmal Stadium,4,Weather Disruption,Cloudy,Low,153,0,0,13
2026-02-02,21:25,Monday,DMT-B018,Yellow Line,MG Road,24,Passenger Emergency,Clear,High,998,0,0,27
2026-01-20,05:18,Tuesday,DMT-B020,Blue Line,Rajouri Garden,3,Overcrowding,Clear,Low,109,0,0,17
2026-02-01,06:36,Sunday,DMT-B015,Blue Line,Rajiv Chowk,36,Signal Failure,Rainy,High,1569,0,1,40
2026-01-07,19:24,Wednesday,DMT-Y001,Yellow Line,Vishwavidyalaya,34,Signal Failure,Clear,High,1428,1,0,43
2026-01-26,15:46,Monday,DMT-R003,Green Line,Nangloi,7,Weather Disruption,Foggy,Low,278,0,1,20
2026-01-09,21:51,Friday,DMT-R013,Violet Line,Sarai,14,Weather Disruption,Foggy,Medium,546,0,0,28
2026-01-18,15:34,Sunday,DMT-V004,Green Line,Punjabi Bagh,18,Weather Disruption,Cloudy,Medium,712,0,1,25
2026-02-05,16:07,Thursday,DMT-B015,Red Line,Rithala,22,Signal Failure,Foggy,High,822,0,0,36
2026-02-11,07:59,Wednesday,DMT-B011,Yellow Line,Sultanpur,54,Power Failure,Cloudy,High,2041,0,0,57
2026-02-06,07:09,Friday,DMT-Y015,Violet Line,Jangpura,24,Door Malfunction,Rainy,High,955,0,0,36
2026-01-18,23:35,Sunday,DMT-R020,Red Line,Kashmere Gate,8,Technical Fault,Cloudy,Low,382,0,1,21
2026-02-28,08:39,Saturday,DMT-Y021,Violet Line,Lajpat Nagar,18,Track Maintenance,Foggy,Medium,669,1,0,27
2026-01-08,17:10,Thursday,DMT-Y019,Yellow Line,Jor Bagh,5,Switch Failure,Foggy,Low,197,1,0,18
2026-02-09,21:49,Monday,DMT-V014,Red Line,Shahdara,51,Track Maintenance,Clear,High,2203,0,0,64
2026-02-19,09:51,Thursday,DMT-G015,Blue Line,Ramesh Nagar,6,Weather Disruption,Foggy,Low,253,1,0,16
2026-01-04,12:23,Sunday,DMT-B011,Blue Line,Rajouri Garden,31,Signal Failure,Smoggy,High,1283,0,1,35
2026-02-19,09:48,Thursday,DMT-V005,Violet Line,Escorts Mujesar,17,Track Maintenance,Smoggy,Medium,629,1,0,26
2026-02-09,14:15,Monday,DMT-Y025,Yellow Line,Chawri Bazar,14,Passenger Emergency,Foggy,Medium,565,0,0,26
2026-01-13,20:54,Tuesday,DMT-G005,Red Line,Tis Hazari,22,Weather Disruption,Clear,High,809,0,0,35
2026-01-16,23:36,Friday,DMT-Y013,Violet Line,Central Secretariat,3,Technical Fault,Foggy,Low,116,0,0,12
2026-02-05,13:52,Thursday,DMT-V008,Violet Line,Mandi House,8,Door Malfunction,Clear,Low,384,0,0,22
2026-02-16,18:09,Monday,DMT-V021,Violet Line,Central Secretariat,3,Overcrowding,Clear,Low,120,1,0,12
2026-01-15,15:37,Thursday,DMT-Y023,Red Line,Rohini West,4,Overcrowding,Clear,Low,155,0,0,16
2026-01-04,14:15,Sunday,DMT-V013,Violet Line,Escorts Mujesar,20,Platform Crowding,Smoggy,High,844,0,1,22
2026-02-10,08:14,Tuesday,DMT-V017,Blue Line,Moti Nagar,55,Track Maintenance,Smoggy,High,2068,1,0,64
2026-02-20,11:20,Friday,DMT-Y013,Blue Line,Rajiv Chowk,41,Track Maintenance,Cloudy,High,1656,0,0,51
2026-01-05,12:41,Monday,DMT-R023,Red Line,Welcome,6,Door Malfunction,Clear,Low,261,0,0,20
2026-01-25,07:57,Sunday,DMT-B022,Blue Line,Rajendra Place,9,Technical Fault,Smoggy,Low,338,0,1,18
2026-01-29,20:08,Thursday,DMT-Y018,Green Line,Peeragarhi,32,Signal Failure,Clear,High,1408,0,0,40
2026-02-12,20:59,Thursday,DMT-R006,Blue Line,Karol Bagh,3,Door Malfunction,Smoggy,Low,138,0,0,15
2026-02-22,17:06,Sunday,DMT-Y008,Yellow Line,Jahangirpuri,29,Passenger Emergency,Cloudy,High,1200,1,1,42
2026-01-05,07:04,Monday,DMT-G001,Blue Line,Ramesh Nagar,20,Weather Disruption,Foggy,High,756,0,0,25
2026-01-06,14:20,Tuesday,DMT-V006,Blue Line,Rajouri Garden,6,Overcrowding,Foggy,Low,253,0,0,16
2026-02-17,07:27,Tuesday,DMT-G013,Violet Line,JLN Stadium,7,Security Alert,Foggy,Low,330,0,0,19
2026-02-12,10:59,Thursday,DMT-G017,Blue Line,Moti Nagar,7,Weather Disruption,Clear,Low,288,1,0,21
2026-02-21,23:36,Saturday,DMT-G019,Violet Line,Khan Market,10,Signal Failure,Rainy,Medium,400,0,0,16
2026-02-01,19:35,Sunday,DMT-V025,Violet Line,Jama Masjid,44,Power Failure,Smoggy,High,1944,1,1,55
2026-02-24,10:54,Tuesday,DMT-V007,Violet Line,Sarita Vihar,15,Track Maintenance,Cloudy,Medium,645,1,0,17
2026-01-18,06:39,Sunday,DMT-V003,Red Line,Rithala,11,Security Alert,Foggy,Medium,431,0,1,20
2026-01-11,05:05,Sunday,DMT-G005,Violet Line,Delhi Gate,1,Technical Fault,Clear,Low,36,0,1,10
2026-01-31,05:02,Saturday,DMT-Y001,Violet Line,Jasola Apollo,3,Door Malfunction,Clear,Low,112,0,0,16
2026-02-06,23:11,Friday,DMT-G002,Blue Line,Dwarka Sector 21,10,Security Alert,Clear,Medium,388,0,0,13
2026-01-09,08:33,Friday,DMT-V018,Violet Line,Mewala Maharajpur,18,Track Maintenance,Foggy,Medium,745,1,0,24
2026-02-10,11:46,Tuesday,DMT-B013,Violet Line,JLN Stadium,25,Door Malfunction,Smoggy,High,1030,0,0,29
2026-02-22,05:21,Sunday,DMT-R024,Green Line,Satguru Ram Singh Marg,41,Signal Failure,Cloudy,High,1467,0,1,54
2026-01-18,20:30,Sunday,DMT-B023,Yellow Line,Vishwavidyalaya,2,Staff Shortage,Cloudy,Low,82,0,1,6
2026-02-11,09:59,Wednesday,DMT-R008,Red Line,Rithala,10,Technical Fault,Clear,Medium,394,1,0,15
2026-02-05,19:37,Thursday,DMT-R021,Yellow Line,Hauz Khas,13,Technical Fault,Cloudy,Medium,540,1,0,23
2026-01-21,19:46,Wednesday,DMT-Y004,Red Line,Dilshad Garden,11,Weather Disruption,Clear,Medium,475,1,0,22
2026-02-09,08:04,Monday,DMT-B024,Blue Line,Moti Nagar,22,Weather Disruption,Foggy,High,888,1,0,28
2026-02-01,09:04,Sunday,DMT-R012,Red Line,Tis Hazari,9,Passenger Emergency,Rainy,Low,345,1,1,22
2026-02-17,22:46,Tuesday,DMT-G001,Red Line,Pulbangash,25,Overcrowding,Clear,High,960,0,0,36
2026-02-10,12:52,Tuesday,DMT-G017,Red Line,Inderlok,12,Door Malfunction,Smoggy,Medium,460,0,0,22
2026-01-26,18:32,Monday,DMT-B014,Violet Line,Raja Nahar Singh,44,Signal Failure,Smoggy,High,1804,1,1,55
2026-02-08,13:23,Sunday,DMT-Y023,Violet Line,Moolchand,47,Track Maintenance,Cloudy,High,1992,0,1,50
2026-02-26,17:46,Thursday,DMT-V006,Green Line,Maharaja Surajmal Stadium,7,Signal Failure,Foggy,Low,280,1,1,10
2026-01-26,23:01,Monday,DMT-B012,Violet Line,Mohan Estate,25,Signal Failure,Clear,High,1130,0,1,30
2026-02-15,09:47,Sunday,DMT-V018,Blue Line,Rajendra Place,2,Weather Disruption,Rainy,Low,74,1,1,6
2026-02-18,08:37,Wednesday,DMT-G013,Violet Line,Sarai,42,Signal Failure,Clear,High,1646,1,0,45
2026-02-09,14:55,Monday,DMT-V014,Red Line,Shastri Nagar,49,Track Maintenance,Cloudy,High,2107,0,0,61
2026-01-21,14:31,Wednesday,DMT-Y001,Violet Line,Badkhal Mor,15,Security Alert,Smoggy,Medium,657,0,0,20
2026-02-21,13:30,Saturday,DMT-V009,Blue Line,Dwarka,15,Security Alert,Smoggy,Medium,693,0,0,21
2026-02-22,17:12,Sunday,DMT-R006,Green Line,Mundka,15,Platform Crowding,Clear,Medium,645,1,1,18
2026-02-18,16:47,Wednesday,DMT-V025,Blue Line,Dwarka Sector 21,31,Signal Failure,Foggy,High,1078,0,0,35
2026-01-15,15:03,Thursday,DMT-Y021,Green Line,Punjabi Bagh,71,Signal Failure,Rainy,High,2641,0,0,74
2026-01-27,08:18,Tuesday,DMT-V008,Yellow Line,Chhattarpur,19,Weather Disruption,Smoggy,Medium,733,1,0,32
2026-02-25,06:47,Wednesday,DMT-Y003,Yellow Line,Saket,6,Door Malfunction,Foggy,Low,216,0,0,13
2026-02-09,06:21,Monday,DMT-R018,Violet Line,Kailash Colony,1,Passenger Emergency,Foggy,Low,34,0,0,15
2026-02-27,19:00,Friday,DMT-V021,Violet Line,Kailash Colony,14,Passenger Emergency,Foggy,Medium,543,1,0,23
2026-01-25,23:31,Sunday,DMT-B015,Green Line,Kirti Nagar,8,Technical Fault,Smoggy,Low,286,0,1,21
2026-01-10,10:31,Saturday,DMT-R006,Green Line,Maharaja Surajmal Stadium,20,Power Failure,Foggy,High,872,1,0,32
2026-02-15,23:30,Sunday,DMT-R023,Green Line,Paschim Vihar West,16,Door Malfunction,Cloudy,Medium,672,0,1,24
2026-01-25,12:04,Sunday,DMT-G015,Blue Line,Noida Sector 16,17,Security Alert,Smoggy,Medium,680,0,1,22
2026-01-30,11:27,Friday,DMT-B001,Blue Line,Uttam Nagar East,1,Passenger Emergency,Smoggy,Low,36,0,0,13
2026-01-07,19:16,Wednesday,DMT-V015,Green Line,Mundka,27,Platform Crowding,Foggy,High,1080,1,0,32
2026-01-06,20:49,Tuesday,DMT-R003,Red Line,Tis Hazari,15,Technical Fault,Smoggy,Medium,585,0,0,29
2026-01-09,18:47,Friday,DMT-G013,Blue Line,Karol Bagh,11,Technical Fault,Foggy,Medium,473,1,0,13
2026-02-07,12:46,Saturday,DMT-V023,Blue Line,Rajouri Garden,16,Security Alert,Cloudy,Medium,617,0,0,18
2026-02-16,20:36,Monday,DMT-G022,Yellow Line,Vishwavidyalaya,35,Track Maintenance,Smoggy,High,1477,0,0,48
2026-01-13,17:16,Tuesday,DMT-V011,Green Line,Punjabi Bagh,10,Power Failure,Cloudy,Medium,416,1,0,12
2026-01-03,12:15,Saturday,DMT-R019,Red Line,Dilshad Garden,40,Signal Failure,Rainy,High,1392,0,0,43
2026-01-25,06:34,Sunday,DMT-B019,Blue Line,Dwarka Sector 21,13,Track Maintenance,Clear,Medium,548,0,1,20
2026-02-02,10:21,Monday,DMT-G011,Blue Line,Rajiv Chowk,6,Technical Fault,Clear,Low,206,1,0,10
2026-02-17,20:00,Tuesday,DMT-G010,Yellow Line,INA,48,Signal Failure,Cloudy,High,1699,0,0,54
2026-02-24,07:49,Tuesday,DMT-G006,Violet Line,ITO,1,Weather Disruption,Smoggy,Low,35,0,0,13
2026-02-27,15:31,Friday,DMT-G006,Red Line,Kashmere Gate,11,Door Malfunction,Clear,Medium,356,0,0,25
2026-01-29,21:15,Thursday,DMT-Y020,Red Line,Shahdara,13,Door Malfunction,Rainy,Medium,595,0,0,15
2026-01-21,14:25,Wednesday,DMT-R016,Blue Line,Noida Sector 15,18,Security Alert,Cloudy,Medium,694,0,0,20
2026-01-28,18:43,Wednesday,DMT-G008,Violet Line,JLN Stadium,14,Track Maintenance,Cloudy,Medium,593,1,0,27
2026-02-08,06:01,Sunday,DMT-R001,Yellow Line,GTB Nagar,3,Overcrowding,Clear,Low,122,0,1,9
2026-01-20,14:25,Tuesday,DMT-V011,Red Line,Kanhaiya Nagar,52,Power Failure,Clear,High,1830,0,0,64
2026-01-20,17:27,Tuesday,DMT-G009,Green Line,Nangloi Railway Station,15,Track Maintenance,Clear,Medium,627,1,0,27
2026-01-08,20:16,Thursday,DMT-R018,Yellow Line,HUDA City Centre,27,Passenger Emergency,Foggy,High,950,0,0,37
2026-02-26,14:15,Thursday,DMT-G020,Violet Line,Lajpat Nagar,4,Door Malfunction,Cloudy,Low,173,0,1,15
2026-02-15,08:24,Sunday,DMT-Y012,Green Line,Mundka,35,Signal Failure,Cloudy,High,1547,1,1,37
2026-01-27,13:13,Tuesday,DMT-R023,Blue Line,Kirti Nagar,21,Power Failure,Clear,High,852,0,0,24
2026-01-05,14:25,Monday,DMT-R002,Red Line,Kashmere Gate,22,Track Maintenance,Clear,High,858,0,0,32
2026-02-20,16:04,Friday,DMT-V024,Green Line,Ashok Park Main,22,Passenger Emergency,Foggy,High,946,0,0,36
2026-02-15,13:19,Sunday,DMT-R018,Green Line,Madipur,15,Overcrowding,Smoggy,Medium,594,0,1,20
2026-02-23,10:33,Monday,DMT-V003,Blue Line,Yamuna Bank,2,Door Malfunction,Smoggy,Low,74,1,0,12
2026-01-08,20:51,Thursday,DMT-Y016,Yellow Line,New Delhi,13,Platform Crowding,Cloudy,Medium,561,0,0,22
2026-02-07,21:47,Saturday,DMT-R022,Violet Line,Mandi House,13,Passenger Emergency,Clear,Medium,475,0,0,15
2026-02-18,10:11,Wednesday,DMT-V021,Green Line,Madipur,27,Technical Fault,Rainy,High,1036,1,0,35
2026-02-10,20:21,Tuesday,DMT-Y001,Blue Line,Rajiv Chowk,29,Signal Failure,Foggy,High,1102,0,0,37
2026-02-02,05:26,Monday,DMT-R007,Green Line,Nangloi,7,Door Malfunction,Foggy,Low,278,0,0,21
2026-02-18,06:46,Wednesday,DMT-B022,Yellow Line,MG Road,14,Security Alert,Foggy,Medium,540,0,0,19
2026-01-01,11:51,Thursday,DMT-Y003,Yellow Line,Sultanpur,16,Platform Crowding,Foggy,Medium,646,0,0,22
2026-02-22,09:17,Sunday,DMT-G020,Green Line,Peeragarhi,2,Technical Fault,Foggy,Low,74,1,1,10
2026-01-10,17:24,Saturday,DMT-B020,Red Line,Kanhaiya Nagar,20,Technical Fault,Clear,High,904,1,0,34
2026-01-03,18:55,Saturday,DMT-Y017,Yellow Line,Saket,29,Signal Failure,Foggy,High,1241,1,0,36
2026-01-02,17:16,Friday,DMT-V021,Green Line,Peeragarhi,26,Overcrowding,Clear,High,1180,1,0,32
2026-02-19,15:42,Thursday,DMT-B010,Green Line,Udyog Nagar,20,Door Malfunction,Cloudy,High,768,0,0,34
2026-01-20,16:18,Tuesday,DMT-Y005,Red Line,Shahdara,2,Door Malfunction,Foggy,Low,88,0,0,15
2026-01-04,06:50,Sunday,DMT-V023,Green Line,Paschim Vihar West,8,Weather Disruption,Clear,Low,304,0,1,16
2026-01-14,14:03,Wednesday,DMT-B015,Green Line,Nangloi,8,Technical Fault,Clear,Low,321,0,0,10
2026-02-23,08:33,Monday,DMT-R016,Yellow Line,Qutab Minar,19,Track Maintenance,Clear,Medium,760,1,0,33
2026-02-19,05:52,Thursday,DMT-G018,Yellow Line,Kashmere Gate,34,Power Failure,Clear,High,1292,0,0,41
2026-01-22,07:14,Thursday,DMT-B016,Green Line,Peeragarhi,16,Security Alert,Smoggy,Medium,678,0,0,26
2026-02-01,12:27,Sunday,DMT-Y021,Green Line,Udyog Nagar,13,Passenger Emergency,Smoggy,Medium,496,0,1,16
2026-02-03,08:28,Tuesday,DMT-R011,Green Line,Paschim Vihar West,13,Door Malfunction,Clear,Medium,507,1,0,15
2026-01-13,15:45,Tuesday,DMT-B018,Yellow Line,Green Park,7,Platform Crowding,Clear,Low,282,0,0,13
2026-01-14,21:35,Wednesday,DMT-Y018,Red Line,Pratap Nagar,5,Door Malfunction,Rainy,Low,194,0,0,15
2026-01-26,10:40,Monday,DMT-G001,Yellow Line,Jahangirpuri,11,Passenger Emergency,Cloudy,Medium,451,1,1,23
2026-02-01,07:36,Sunday,DMT-R025,Green Line,Nangloi Railway Station,27,Platform Crowding,Clear,High,1096,0,1,32
2026-01-12,14:31,Monday,DMT-V003,Yellow Line,Race Course,26,Weather Disruption,Foggy,High,1128,0,0,38
2026-02-07,13:23,Saturday,DMT-Y008,Blue Line,Kirti Nagar,26,Track Maintenance,Foggy,High,1107,0,0,34
2026-01-12,10:53,Monday,DMT-G013,Green Line,Kirti Nagar,6,Door Malfunction,Rainy,Low,266,1,0,19
2026-01-26,14:45,Monday,DMT-R005,Green Line,Paschim Vihar West,19,Platform Crowding,Foggy,Medium,722,0,1,24
2026-01-12,15:10,Monday,DMT-R006,Yellow Line,Sultanpur,4,Door Malfunction,Clear,Low,159,0,0,13
2026-01-31,21:46,Saturday,DMT-R024,Yellow Line,Guru Dronacharya,6,Track Maintenance,Clear,Low,237,0,0,11
2026-02-18,12:51,Wednesday,DMT-B012,Violet Line,Old Faridabad,28,Passenger Emergency,Foggy,High,1316,0,0,31
2026-02-15,17:09,Sunday,DMT-Y005,Violet Line,Khan Market,11,Door Malfunction,Clear,Medium,448,1,1,20
2026-02-28,10:24,Saturday,DMT-Y010,Green Line,Satguru Ram Singh Marg,7,Signal Failure,Cloudy,Low,280,1,0,21
2026-02-01,17:53,Sunday,DMT-B024,Yellow Line,Hauz Khas,26,Track Maintenance,Foggy,High,1107,1,1,32
2026-02-13,05:14,Friday,DMT-B019,Green Line,Udyog Nagar,27,Power Failure,Clear,High,950,0,0,40
2026-01-11,05:24,Sunday,DMT-R013,Blue Line,Moti Nagar,13,Platform Crowding,Smoggy,Medium,520,0,1,20
2026-01-21,21:48,Wednesday,DMT-Y016,Blue Line,Kirti Nagar,19,Door Malfunction,Clear,Medium,775,0,0,22
